ISSUER_ISIN,ANNEE,TRIMESTRE,AS_OF_DATE,IVA_COMPANY_RATING,IVA_PREVIOUS_RATING,IVA_RATING_TREND,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,delta_WEIGHTED_AVERAGE_SCORE,delta_ENVIRONMENTAL_PILLAR_SCORE,delta_SOCIAL_PILLAR_SCORE,delta_GOVERNANCE_PILLAR_SCORE
AT000B116280,2023,2,20240101,AA,AA,0.0,7.6,5.5,5.2,4.6,7.0,,,,
AT000B116280,2024,2,20240701,AA,AA,0.0,8.0,5.7,5.8,4.8,7.1,0.20000000000000018,0.5999999999999996,0.20000000000000018,0.09999999999999964
AT000B116520,2024,2,20241001,AA,AA,0.0,8.0,6.0,5.8,4.8,7.9,,,,
AU000000AAC9,2023,2,20240101,BBB,BBB,0.0,5.3,4.3,0.7,4.7,7.5,,,,
AU000000AAC9,2024,2,20240601,A,BBB,1.0,6.6,4.9,0.7,6.0,7.7,0.6000000000000005,0.0,1.2999999999999998,0.20000000000000018
AU000000ABC7,2023,4,20240101,A,BBB,1.0,6.7,5.1,2.0,6.5,7.6,,,,
AU000000AD88,2023,3,20240101,BBB,A,-1.0,5.0,4.6,2.0,2.5,7.9,,,,
AU000000AD88,2024,3,20240901,BBB,BBB,0.0,5.1,4.7,2.4,2.3,8.2,0.10000000000000053,0.3999999999999999,-0.20000000000000018,0.29999999999999893
AU000000ADH2,2023,4,20240101,A,BBB,1.0,6.8,5.4,3.4,5.0,7.0,,,,
AU000000AEF4,2023,2,20240101,AA,AA,0.0,7.8,6.1,9.0,5.2,6.8,,,,
AU000000AEF4,2024,2,20240601,AA,AA,0.0,8.3,6.3,9.0,5.4,7.0,0.20000000000000018,0.0,0.20000000000000018,0.20000000000000018
AU000000AFG9,2023,4,20240101,AA,AA,0.0,7.3,5.7,7.7,4.2,8.0,,,,
AU000000AFG9,2024,4,20241101,A,AA,-1.0,6.7,5.5,3.7,4.4,8.0,-0.20000000000000018,-4.0,0.20000000000000018,0.0
AU000000AGL7,2023,1,20240101,BB,BBB,-1.0,4.1,5.0,3.0,3.7,8.6,,,,
AU000000AGL7,2024,1,20240301,BBB,BB,1.0,4.5,5.1,3.4,3.7,8.6,0.09999999999999964,0.3999999999999999,0.0,0.0
AU000000AGY0,2023,2,20240101,B,,,1.5,4.1,3.5,1.7,6.7,,,,
AU000000ALK9,2023,4,20240101,BB,BB,0.0,3.4,4.1,2.0,4.5,5.9,,,,
AU000000ALL7,2023,2,20240101,AA,AA,0.0,8.3,6.5,6.8,5.7,7.4,,,,
AU000000ALL7,2024,2,20240701,AA,AA,0.0,8.2,6.7,6.8,6.4,7.1,0.20000000000000018,0.0,0.7000000000000002,-0.3000000000000007
AU000000ALQ6,2023,1,20240101,AA,AA,0.0,7.8,6.7,10.0,6.2,6.8,,,,
AU000000ALQ6,2024,1,20240401,AA,AA,0.0,7.6,6.4,10.0,5.6,6.8,-0.2999999999999998,0.0,-0.6000000000000005,0.0
AU000000ALU8,2023,1,20240101,AA,A,1.0,8.5,6.0,5.3,5.0,7.5,,,,
AU000000ALU8,2024,1,20240401,AA,AA,0.0,7.9,5.8,5.1,4.8,7.5,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,0.0
AU000000AMP6,2023,2,20240101,A,A,0.0,5.8,5.7,10.0,4.9,6.4,,,,
AU000000AMP6,2024,2,20240601,A,A,0.0,6.1,5.5,10.0,4.3,6.6,-0.20000000000000018,0.0,-0.6000000000000005,0.1999999999999993
AU000000ANN9,2023,1,20240101,AA,AA,0.0,7.9,6.3,10.0,6.5,5.8,,,,
AU000000ANN9,2024,1,20240201,AA,AA,0.0,8.5,6.5,10.0,7.0,5.7,0.20000000000000018,0.0,0.5,-0.09999999999999964
AU000000ANZ3,2022,4,20240101,AA,AA,0.0,7.4,5.4,7.9,4.0,6.7,,,,
AU000000ANZ3,2024,2,20240501,AA,AA,0.0,8.2,5.8,8.5,4.1,7.6,0.39999999999999947,0.5999999999999996,0.09999999999999964,0.8999999999999995
AU000000APA1,2023,1,20240101,AAA,AAA,0.0,8.9,7.4,6.9,7.0,8.2,,,,
AU000000APA1,2024,1,20240201,AAA,AAA,0.0,9.3,7.7,5.5,9.4,7.9,0.2999999999999998,-1.4000000000000004,2.4000000000000004,-0.29999999999999893
AU000000APE3,2023,2,20240101,A,A,0.0,6.5,5.0,2.2,4.7,6.8,,,,
AU000000APE3,2024,2,20240601,A,A,0.0,7.1,5.5,2.7,5.7,7.0,0.5,0.5,1.0,0.20000000000000018
AU000000APX3,2023,3,20240101,A,A,0.0,7.1,5.5,9.0,3.6,7.5,,,,
AU000000AQZ6,2023,1,20240101,BB,BBB,-1.0,3.2,3.7,0.0,4.3,5.1,,,,
AU000000AQZ6,2024,1,20240301,BBB,BB,1.0,5.3,4.5,2.0,5.4,4.8,0.7999999999999998,2.0,1.1000000000000005,-0.2999999999999998
AU000000ARB5,2023,2,20240101,BB,BB,0.0,3.3,4.0,2.9,2.4,6.1,,,,
AU000000ARB5,2024,2,20240501,B,BB,-1.0,1.5,3.5,2.6,0.7,6.6,-0.5,-0.2999999999999998,-1.7,0.5
AU000000ARF6,2023,4,20240101,BBB,BBB,0.0,5.6,5.8,3.7,4.7,8.0,,,,
AU000000ARU5,2023,2,20240101,BBB,,,4.9,3.8,1.2,3.8,6.9,,,,
AU000000ARU5,2024,2,20240501,BBB,BBB,0.0,4.5,3.9,1.3,4.5,6.4,0.10000000000000009,0.10000000000000009,0.7000000000000002,-0.5
AU000000ASB3,2023,2,20240101,AA,AA,0.0,7.6,5.7,2.6,5.8,6.6,,,,
AU000000ASB3,2024,2,20240501,AA,AA,0.0,7.5,6.0,2.7,5.8,7.4,0.2999999999999998,0.10000000000000009,0.0,0.8000000000000007
AU000000ASX7,2023,2,20240101,AAA,AAA,0.0,8.8,6.1,8.7,3.0,7.7,,,,
AU000000ASX7,2024,2,20240601,AAA,AAA,0.0,9.3,6.7,10.0,4.1,8.0,0.6000000000000005,1.3000000000000007,1.0999999999999996,0.2999999999999998
AU000000AUB9,2023,3,20240101,AA,AA,0.0,7.4,5.9,5.4,4.6,7.6,,,,
AU000000AUB9,2024,3,20240901,AA,AA,0.0,7.8,6.3,5.6,5.2,7.9,0.39999999999999947,0.1999999999999993,0.6000000000000005,0.3000000000000007
AU000000AWC3,2023,4,20240101,AA,AA,0.0,7.2,5.1,3.9,4.5,7.0,,,,
AU000000AX19,2023,4,20240101,A,A,0.0,7.1,5.3,2.2,5.5,6.3,,,,
AU000000AX19,2024,3,20241001,A,A,0.0,6.1,5.2,3.4,4.8,6.8,-0.09999999999999964,1.1999999999999997,-0.7000000000000002,0.5
AU000000AZJ1,2023,2,20240101,AA,AA,0.0,8.5,5.9,5.2,4.7,8.1,,,,
AU000000AZJ1,2024,2,20240601,AAA,AA,1.0,10.0,6.4,5.5,5.4,8.4,0.5,0.2999999999999998,0.7000000000000002,0.3000000000000007
AU000000AZS2,2024,2,20240501,B,,,1.6,2.4,0.6,2.4,4.4,,,,
AU000000BAP9,2023,2,20240101,AAA,AA,1.0,10.0,6.6,3.6,6.5,7.5,,,,
AU000000BAP9,2024,2,20240501,AAA,AAA,0.0,9.3,6.4,3.7,5.9,7.4,-0.1999999999999993,0.10000000000000009,-0.5999999999999996,-0.09999999999999964
AU000000BBN2,2023,1,20240101,A,A,0.0,7.0,5.4,1.9,4.6,7.8,,,,
AU000000BCI0,2024,4,20241101,A,,,6.7,5.0,1.8,6.3,7.8,,,,
AU000000BEN6,2023,3,20240101,A,A,0.0,7.1,5.3,4.0,4.0,7.9,,,,
AU000000BEN6,2024,3,20241001,A,A,0.0,6.8,5.2,4.2,4.1,7.4,-0.09999999999999964,0.20000000000000018,0.09999999999999964,-0.5
AU000000BGA8,2023,1,20240101,AA,A,1.0,8.2,5.3,3.7,5.4,7.1,,,,
AU000000BGA8,2024,1,20240201,AA,AA,0.0,8.2,5.5,4.1,5.6,7.1,0.20000000000000018,0.39999999999999947,0.1999999999999993,0.0
AU000000BHP4,2023,4,20240101,A,A,0.0,6.7,5.0,2.5,3.9,8.8,,,,
AU000000BKW4,2023,1,20240101,AA,AA,0.0,8.3,5.8,6.6,6.9,3.9,,,,
AU000000BKW4,2024,1,20240301,AA,AA,0.0,8.0,5.8,6.6,6.5,4.4,0.0,0.0,-0.40000000000000036,0.5000000000000004
AU000000BLD2,2023,3,20240101,AA,AA,0.0,7.9,5.6,5.4,4.3,7.1,,,,
AU000000BLX0,2022,3,20240301,B,B,0.0,2.3,3.6,3.6,2.0,5.3,,,,
AU000000BLX0,2024,3,20240901,B,B,0.0,1.5,3.2,2.2,2.1,5.2,-0.3999999999999999,-1.4,0.10000000000000009,-0.09999999999999964
AU000000BMN9,2024,2,20240501,BBB,,,5.7,4.5,2.6,4.3,7.0,,,,
AU000000BOE4,2023,4,20240101,B,B,0.0,1.7,2.4,0.6,2.1,4.8,,,,
AU000000BOQ8,2023,1,20240101,BBB,BBB,0.0,5.7,4.4,5.7,3.2,5.7,,,,
AU000000BOQ8,2024,1,20240201,BBB,BBB,0.0,4.5,4.2,5.4,3.4,5.1,-0.20000000000000018,-0.2999999999999998,0.19999999999999973,-0.6000000000000005
AU000000BPT9,2023,3,20240101,AAA,AA,1.0,10.0,5.9,4.2,7.8,6.7,,,,
AU000000BPT9,2024,3,20240801,AA,AAA,-1.0,8.3,5.7,4.3,7.9,5.9,-0.20000000000000018,0.09999999999999964,0.10000000000000053,-0.7999999999999998
AU000000BRG2,2023,1,20240101,AA,AA,0.0,7.2,5.5,2.1,5.3,6.7,,,,
AU000000BRG2,2024,1,20240301,AA,AA,0.0,7.2,5.3,1.8,5.1,6.5,-0.20000000000000018,-0.30000000000000004,-0.20000000000000018,-0.20000000000000018
AU000000BRN8,2023,3,20240101,BB,B,1.0,3.1,4.7,3.1,2.8,7.0,,,,
AU000000BRN8,2024,3,20240801,BB,BB,0.0,3.3,4.5,3.1,2.6,6.7,-0.20000000000000018,0.0,-0.19999999999999973,-0.2999999999999998
AU000000BSL0,2023,4,20240101,AA,AA,0.0,8.2,5.6,4.2,4.5,8.2,,,,
AU000000BWP3,2023,1,20240101,B,BB,-1.0,2.2,4.7,2.7,2.8,7.2,,,,
AU000000BWP3,2024,1,20240401,BB,B,1.0,3.0,4.7,3.1,2.4,7.2,0.0,0.3999999999999999,-0.3999999999999999,0.0
AU000000BXB1,2023,4,20240101,AAA,AAA,0.0,10.0,8.3,9.6,8.6,7.3,,,,
AU000000BXB1,2024,4,20241101,AAA,AAA,0.0,10.0,8.2,9.6,7.7,7.5,-0.10000000000000142,0.0,-0.8999999999999995,0.20000000000000018
AU000000CAR3,2023,1,20240101,A,AA,-1.0,5.8,5.1,8.6,4.1,5.9,,,,
AU000000CAR3,2024,1,20240401,AA,A,1.0,7.5,5.3,10.0,3.8,6.6,0.20000000000000018,1.4000000000000004,-0.2999999999999998,0.6999999999999993
AU000000CBA7,2023,2,20240101,AA,A,1.0,8.3,5.6,7.8,3.8,7.8,,,,
AU000000CBA7,2024,2,20240701,AA,AA,0.0,8.0,5.7,8.9,3.6,7.8,0.10000000000000053,1.1000000000000005,-0.19999999999999973,0.0
AU000000CCP3,2023,3,20240101,AA,AA,0.0,8.1,5.6,7.0,4.4,7.7,,,,
AU000000CCP3,2024,4,20241101,AA,AA,0.0,8.3,5.7,9.3,4.3,7.9,0.10000000000000053,2.3000000000000007,-0.10000000000000053,0.20000000000000018
AU000000CDA3,2023,1,20240101,A,A,0.0,6.2,5.1,2.6,3.6,7.9,,,,
AU000000CDA3,2024,1,20240201,A,A,0.0,6.9,5.4,2.6,3.9,8.4,0.3000000000000007,0.0,0.2999999999999998,0.5
AU000000CGC2,2023,1,20240101,AA,AA,0.0,8.4,5.6,3.2,6.1,8.2,,,,
AU000000CGC2,2024,1,20240301,AA,AA,0.0,8.2,5.5,3.2,5.5,8.4,-0.09999999999999964,0.0,-0.5999999999999996,0.20000000000000107
AU000000CGF5,2023,1,20240101,A,A,0.0,7.0,5.9,6.0,4.3,8.6,,,,
AU000000CGF5,2024,1,20240301,AA,A,1.0,8.3,6.0,6.1,4.5,8.6,0.09999999999999964,0.09999999999999964,0.20000000000000018,0.0
AU000000CHC0,2023,2,20240101,AA,AAA,-1.0,7.4,6.6,7.6,2.8,8.1,,,,
AU000000CHC0,2024,2,20240601,AA,AA,0.0,7.9,6.8,7.7,3.4,8.1,0.20000000000000018,0.10000000000000053,0.6000000000000001,0.0
AU000000CHN7,2023,1,20240101,BBB,BB,1.0,5.7,4.5,1.4,4.4,8.2,,,,
AU000000CHN7,2024,1,20240401,A,BBB,1.0,6.3,4.8,1.4,5.6,8.2,0.2999999999999998,0.0,1.1999999999999993,0.0
AU000000CIA2,2023,1,20240101,A,A,0.0,7.1,5.0,3.5,4.8,6.9,,,,
AU000000CIA2,2024,1,20240301,A,A,0.0,7.0,5.1,3.6,5.1,6.9,0.09999999999999964,0.10000000000000009,0.2999999999999998,0.0
AU000000CIP0,2023,1,20240101,BBB,B,2.0,4.5,5.2,4.6,2.5,7.2,,,,
AU000000CIP0,2024,1,20240301,BBB,BBB,0.0,5.3,5.7,4.9,3.2,7.7,0.5,0.3000000000000007,0.7000000000000002,0.5
AU000000CKF7,2023,2,20240101,BB,BB,0.0,3.7,4.1,2.2,2.4,7.8,,,,
AU000000CKF7,2024,2,20240701,BB,BB,0.0,3.8,4.2,2.2,2.5,7.8,0.10000000000000053,0.0,0.10000000000000009,0.0
AU000000CLW0,2023,1,20240101,A,A,0.0,7.0,6.3,6.2,4.3,7.4,,,,
AU000000CLW0,2024,1,20240301,A,A,0.0,6.0,6.0,6.0,3.4,7.4,-0.2999999999999998,-0.20000000000000018,-0.8999999999999999,0.0
AU000000CMM9,2023,1,20240101,B,B,0.0,2.6,3.9,1.6,3.2,6.9,,,,
AU000000CMM9,2024,1,20240301,B,B,0.0,2.8,3.9,1.2,3.5,7.0,0.0,-0.40000000000000013,0.2999999999999998,0.09999999999999964
AU000000CMW8,2023,1,20240101,A,AA,-1.0,6.3,5.7,6.3,1.0,8.0,,,,
AU000000CMW8,2024,1,20240201,BBB,A,-1.0,5.1,5.6,5.5,1.6,8.0,-0.10000000000000053,-0.7999999999999998,0.6000000000000001,0.0
AU000000CNI5,2023,3,20240101,A,BB,2.0,6.3,6.5,5.6,4.0,8.5,,,,
AU000000CNI5,2024,3,20240901,A,A,0.0,6.3,6.1,5.2,2.6,8.7,-0.40000000000000036,-0.39999999999999947,-1.4,0.1999999999999993
AU000000COE2,2023,1,20240101,AA,AA,0.0,7.5,5.0,2.1,5.3,8.5,,,,
AU000000COE2,2024,1,20240301,A,AA,-1.0,6.0,4.9,2.2,5.1,8.2,-0.09999999999999964,0.10000000000000009,-0.20000000000000018,-0.3000000000000007
AU000000COH5,2023,4,20240101,AAA,AAA,0.0,10.0,7.1,10.0,6.7,7.2,,,,
AU000000COH5,2024,4,20241201,AAA,AAA,0.0,10.0,7.5,10.0,7.2,7.6,0.40000000000000036,0.0,0.5,0.39999999999999947
AU000000CPU5,2023,1,20240101,AAA,AAA,0.0,9.0,6.2,10.0,4.8,7.4,,,,
AU000000CPU5,2024,1,20240401,AA,AAA,0.0,7.3,6.3,10.0,4.9,7.7,0.09999999999999964,0.0,0.10000000000000053,0.2999999999999998
AU000000CQR9,2023,2,20240101,BBB,A,-1.0,5.6,5.4,6.3,4.0,5.5,,,,
AU000000CQR9,2024,2,20240601,BB,BBB,-1.0,4.0,5.1,6.3,3.4,5.3,-0.3000000000000007,0.0,-0.6000000000000001,-0.20000000000000018
AU000000CSL8,2023,2,20240101,AA,A,1.0,8.2,5.5,5.3,4.6,6.8,,,,
AU000000CSL8,2024,2,20240701,AAA,AA,1.0,8.6,5.6,5.3,4.9,6.6,0.09999999999999964,0.0,0.3000000000000007,-0.20000000000000018
AU000000CSR5,2023,1,20240101,AA,AA,0.0,8.5,6.0,4.2,6.4,7.7,,,,
AU000000CSR5,2024,1,20240401,AA,AA,0.0,8.4,6.0,4.2,6.5,7.8,0.0,0.0,0.09999999999999964,0.09999999999999964
AU000000CTD3,2023,4,20240101,AA,AA,0.0,8.5,6.0,10.0,3.5,8.5,,,,
AU000000CUV3,2023,2,20240101,B,BB,-1.0,1.8,3.5,2.4,2.4,5.6,,,,
AU000000CUV3,2024,1,20240401,CCC,B,-1.0,0.7,3.4,2.4,2.2,5.5,-0.10000000000000009,0.0,-0.19999999999999973,-0.09999999999999964
AU000000CVN8,2023,2,20240101,BB,BB,0.0,3.3,3.4,1.2,3.3,6.4,,,,
AU000000CWP1,2023,3,20240101,A,A,0.0,5.8,5.4,3.3,4.7,7.4,,,,
AU000000CWY3,2023,2,20240101,BBB,BBB,0.0,4.4,5.1,2.2,4.5,8.3,,,,
AU000000CWY3,2024,2,20240601,A,BBB,1.0,5.8,5.8,3.9,5.6,7.9,0.7000000000000002,1.6999999999999997,1.0999999999999996,-0.40000000000000036
AU000000CXO2,2023,2,20240101,BB,B,1.0,4.0,3.6,2.1,2.3,6.6,,,,
AU000000CXO2,2024,1,20240401,BBB,BB,1.0,4.9,4.1,2.3,3.5,6.8,0.49999999999999956,0.19999999999999973,1.2000000000000002,0.20000000000000018
AU000000DDR5,2023,2,20240101,BB,BB,0.0,3.5,4.1,3.1,2.8,5.2,,,,
AU000000DDR5,2024,2,20240501,BB,BB,0.0,3.8,4.2,3.1,3.1,5.2,0.10000000000000053,0.0,0.30000000000000027,0.0
AU000000DEG6,2023,1,20240101,B,B,0.0,2.0,3.6,1.2,2.9,6.8,,,,
AU000000DEG6,2024,1,20240301,BB,B,1.0,4.1,4.3,1.2,4.6,7.1,0.6999999999999997,0.0,1.6999999999999997,0.2999999999999998
AU000000DHG9,2023,1,20240101,AA,AA,0.0,8.3,5.8,8.5,4.1,7.5,,,,
AU000000DHG9,2024,1,20240401,AA,AA,0.0,8.1,5.5,8.5,3.6,7.5,-0.2999999999999998,0.0,-0.49999999999999956,0.0
AU000000DMP0,2023,1,20240101,BBB,BB,1.0,5.7,4.3,1.7,3.4,7.1,,,,
AU000000DMP0,2024,1,20240201,BBB,BBB,0.0,4.8,4.5,2.1,3.9,6.8,0.20000000000000018,0.40000000000000013,0.5,-0.2999999999999998
AU000000DOW2,2023,1,20240101,AA,AA,0.0,7.6,6.9,9.6,5.1,8.1,,,,
AU000000DOW2,2024,1,20240301,AA,AA,0.0,7.4,6.6,9.8,4.8,7.9,-0.3000000000000007,0.20000000000000107,-0.2999999999999998,-0.1999999999999993
AU000000DRO2,2024,4,20241101,BB,,,3.9,3.9,3.3,1.5,6.1,,,,
AU000000DTL4,2023,1,20240101,A,A,0.0,7.1,5.4,4.6,4.0,7.6,,,,
AU000000DTL4,2024,1,20240201,A,A,0.0,7.1,5.5,4.9,4.0,7.6,0.09999999999999964,0.3000000000000007,0.0,0.0
AU000000DYL4,2023,2,20240101,BB,,,3.6,3.4,1.0,3.3,6.2,,,,
AU000000DYL4,2024,2,20240601,BBB,BB,1.0,4.9,4.1,1.1,5.1,6.8,0.6999999999999997,0.10000000000000009,1.7999999999999998,0.5999999999999996
AU000000EGG9,2024,3,20241001,A,,,6.6,5.6,6.7,3.3,7.7,,,,
AU000000EHL7,2023,2,20240101,A,AA,-1.0,5.9,4.7,2.5,4.6,5.7,,,,
AU000000EHL7,2024,2,20240601,BBB,A,-1.0,4.8,5.2,2.6,4.7,6.5,0.5,0.10000000000000009,0.10000000000000053,0.7999999999999998
AU000000ELD6,2023,3,20240101,AA,AA,0.0,8.5,5.5,4.2,2.7,7.5,,,,
AU000000ELD6,2024,4,20241201,AA,AA,0.0,7.2,5.5,4.7,2.7,7.2,0.0,0.5,0.0,-0.2999999999999998
AU000000EMR4,2023,2,20240101,BB,,,3.8,4.2,2.0,4.2,6.4,,,,
AU000000EMR4,2024,2,20240601,BBB,BB,1.0,5.0,4.6,2.1,4.3,7.5,0.39999999999999947,0.10000000000000009,0.09999999999999964,1.0999999999999996
AU000000ENN1,2020,2,20240301,BBB,,,5.4,6.9,4.5,7.4,8.3,,,,
AU000000ENN1,2024,4,20241201,BBB,,,4.9,5.5,4.2,6.4,5.9,-1.4000000000000004,-0.2999999999999998,-1.0,-2.4000000000000004
AU000000EQT1,2023,2,20240101,BBB,BBB,0.0,5.6,5.2,7.0,3.2,7.5,,,,
AU000000EQT1,2024,2,20240701,A,BBB,1.0,6.7,5.7,7.0,4.1,7.5,0.5,0.0,0.8999999999999995,0.0
AU000000EVN4,2023,1,20240101,AA,AA,0.0,8.3,5.6,2.6,6.7,7.5,,,,
AU000000EVN4,2024,1,20240401,AA,AA,0.0,7.5,5.4,2.4,6.4,7.5,-0.1999999999999993,-0.20000000000000018,-0.2999999999999998,0.0
AU000000EVT1,2023,1,20240101,BBB,BB,1.0,4.7,4.8,4.4,3.4,6.4,,,,
AU000000EVT1,2024,1,20240201,A,BBB,1.0,6.0,5.3,4.3,4.7,6.4,0.5,-0.10000000000000053,1.3000000000000003,0.0
AU000000FLT9,2023,2,20240101,BBB,BBB,0.0,5.1,4.7,7.8,2.6,6.8,,,,
AU000000FLT9,2024,2,20240501,BBB,BBB,0.0,5.2,4.8,7.8,2.9,6.6,0.09999999999999964,0.0,0.2999999999999998,-0.20000000000000018
AU000000FMG4,2023,4,20240101,AA,AA,0.0,7.3,5.2,3.2,5.8,7.1,,,,
AU000000GDI7,2023,4,20240101,BBB,A,-1.0,5.1,5.6,5.8,2.3,7.3,,,,
AU000000GEM7,2023,3,20240101,AA,AA,0.0,8.5,5.7,7.9,4.5,7.7,,,,
AU000000GEM7,2024,3,20241001,AAA,AA,1.0,9.4,6.1,7.9,5.0,7.9,0.39999999999999947,0.0,0.5,0.20000000000000018
AU000000GMD9,2023,4,20240101,B,,,1.6,3.5,0.6,2.5,7.5,,,,
AU000000GMG2,2023,2,20240101,AA,AA,0.0,8.1,7.1,5.3,7.4,7.9,,,,
AU000000GMG2,2024,2,20240601,AA,AA,0.0,7.9,6.6,5.3,7.1,7.1,-0.5,0.0,-0.3000000000000007,-0.8000000000000007
AU000000GNC9,2023,4,20240101,AAA,AA,0.0,10.0,6.5,6.2,5.3,7.8,,,,
AU000000GOR5,2023,1,20240101,A,A,0.0,6.9,5.3,1.5,6.4,8.1,,,,
AU000000GOR5,2024,1,20240201,A,A,0.0,6.9,5.2,1.5,6.3,8.1,-0.09999999999999964,0.0,-0.10000000000000053,0.0
AU000000GOZ8,2023,4,20240101,AA,A,1.0,7.4,6.6,6.5,4.8,7.7,,,,
AU000000GPT8,2023,2,20240101,AAA,AAA,0.0,8.6,7.1,7.7,3.3,8.8,,,,
AU000000GPT8,2024,3,20240801,AA,AAA,-1.0,7.9,6.8,6.9,4.0,8.4,-0.2999999999999998,-0.7999999999999998,0.7000000000000002,-0.40000000000000036
AU000000GRR8,2023,4,20240101,B,B,0.0,2.8,3.5,1.4,2.7,6.7,,,,
AU000000GUD2,2023,1,20240101,A,AA,-1.0,6.4,4.9,3.3,3.4,7.0,,,,
AU000000GUD2,2024,1,20240401,A,A,0.0,5.9,4.8,3.6,2.9,7.3,-0.10000000000000053,0.30000000000000027,-0.5,0.2999999999999998
AU000000GWA4,2023,2,20240101,A,A,0.0,6.7,5.9,4.5,5.3,8.0,,,,
AU000000GWA4,2024,2,20240601,A,A,0.0,6.5,5.7,4.3,4.8,8.0,-0.20000000000000018,-0.20000000000000018,-0.5,0.0
AU000000HPI9,2023,2,20240101,BB,B,1.0,3.3,4.7,3.5,1.2,7.5,,,,
AU000000HPI9,2024,2,20240601,B,BB,-1.0,2.1,4.3,2.4,0.5,7.7,-0.40000000000000036,-1.1,-0.7,0.20000000000000018
AU000000HSN3,2023,1,20240101,A,BBB,1.0,6.1,5.1,4.9,5.2,4.9,,,,
AU000000HSN3,2024,1,20240401,A,A,0.0,7.1,5.5,4.9,5.8,5.5,0.40000000000000036,0.0,0.5999999999999996,0.5999999999999996
AU000000HUB4,2023,3,20240101,A,A,0.0,6.3,5.0,7.0,2.5,8.4,,,,
AU000000HUB4,2024,3,20240901,A,A,0.0,6.9,5.1,7.0,2.9,8.1,0.09999999999999964,0.0,0.3999999999999999,-0.3000000000000007
AU000000HVN7,2023,1,20240101,BBB,A,-1.0,5.5,4.7,4.4,6.1,2.7,,,,
AU000000HVN7,2024,2,20240501,BBB,BBB,0.0,4.6,4.5,4.7,6.0,2.6,-0.20000000000000018,0.2999999999999998,-0.09999999999999964,-0.10000000000000009
AU000000IAG3,2023,1,20240101,AA,AA,0.0,8.57,5.8,6.6,4.6,7.2,,,,
AU000000IAG3,2024,1,20240401,AA,AA,0.0,8.3,5.7,7.2,4.3,6.7,-0.09999999999999964,0.6000000000000005,-0.2999999999999998,-0.5
AU000000IDX2,2023,2,20240101,AA,AA,0.0,8.5,6.5,6.8,6.1,7.2,,,,
AU000000IDX2,2024,2,20240601,AA,AA,0.0,8.3,6.5,6.8,5.8,7.5,0.0,0.0,-0.2999999999999998,0.2999999999999998
AU000000IEL5,2023,4,20240101,AA,A,1.0,8.2,5.7,8.7,4.3,7.9,,,,
AU000000IFL2,2023,1,20240101,A,AA,-1.0,6.1,5.4,7.0,3.8,7.2,,,,
AU000000IFL2,2024,1,20240301,A,A,0.0,5.8,5.4,7.0,4.0,7.0,0.0,0.0,0.20000000000000018,-0.20000000000000018
AU000000IFM0,2023,1,20240101,AA,A,1.0,7.6,5.6,4.3,4.8,7.1,,,,
AU000000IFM0,2024,1,20240301,AA,AA,0.0,8.3,6.0,4.5,5.2,7.7,0.40000000000000036,0.20000000000000018,0.40000000000000036,0.6000000000000005
AU000000IGO4,2023,2,20240101,AA,AA,0.0,8.5,5.8,3.9,6.1,7.8,,,,
AU000000IGO4,2024,2,20240601,AAA,AA,1.0,9.4,6.4,4.7,7.0,7.8,0.6000000000000005,0.8000000000000003,0.9000000000000004,0.0
AU000000ILU1,2023,4,20240101,AA,AA,0.0,8.5,5.7,2.1,7.0,8.7,,,,
AU000000IMD5,2023,2,20240101,AA,AA,0.0,8.5,5.9,2.0,5.7,7.7,,,,
AU000000IMD5,2024,2,20240601,AA,AA,0.0,7.4,5.6,2.0,5.4,7.4,-0.3000000000000007,0.0,-0.2999999999999998,-0.2999999999999998
AU000000IMM6,2024,2,20240501,AA,,,7.9,5.4,6.6,3.6,7.9,,,,
AU000000IMU9,2023,2,20240101,A,BBB,1.0,6.8,5.2,6.6,3.7,7.2,,,,
AU000000IMU9,2024,1,20240401,A,A,0.0,7.1,5.2,6.6,3.7,7.2,0.0,0.0,0.0,0.0
AU000000INA9,2023,2,20240101,A,A,0.0,6.0,5.8,4.2,4.9,8.2,,,,
AU000000INA9,2024,2,20240601,BBB,A,-1.0,5.1,5.6,3.7,4.7,8.2,-0.20000000000000018,-0.5,-0.20000000000000018,0.0
AU000000ING6,2023,1,20240101,AA,AA,0.0,8.4,5.3,2.4,5.2,8.5,,,,
AU000000ING6,2024,1,20240201,AA,AA,0.0,7.9,5.4,2.3,5.7,8.5,0.10000000000000053,-0.10000000000000009,0.5,0.0
AU000000IPH9,2023,4,20240101,A,A,0.0,7.1,6.2,8.6,5.0,7.4,,,,
AU000000IPL1,2023,1,20240101,AA,A,1.0,7.5,5.5,4.8,3.3,7.7,,,,
AU000000IPL1,2024,2,20240501,A,AA,-1.0,6.8,5.6,4.5,3.8,8.1,0.09999999999999964,-0.2999999999999998,0.5,0.39999999999999947
AU000000IRE2,2023,3,20240101,AA,AA,0.0,7.6,5.8,5.3,4.1,8.1,,,,
