name,score_kind,annee,trimestre,isin,sector,industry,country,region,first_quartile,consensus,third_quartile,strength,delta
Chargeurs sa,G,2020,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,45.2,45.2,45.2,100.0,
Chargeurs sa,G,2020,2,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,45.2,45.2,45.2,100.0,0.0
Chargeurs sa,G,2020,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,45.2,45.2,45.2,100.0,0.0
Chargeurs sa,G,2020,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,45.2,45.2,45.2,100.0,0.0
Chargeurs sa,G,2021,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,62.5,62.5,62.5,100.0,17.299999999999997
Chargeurs sa,G,2021,2,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,62.5,62.5,62.5,100.0,0.0
Chargeurs sa,G,2021,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,62.5,62.5,62.5,100.0,0.0
Chargeurs sa,G,2021,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,62.5,62.5,62.5,100.0,0.0
Chargeurs sa,G,2022,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,61.0,61.0,61.0,100.0,-1.5
Chargeurs sa,G,2022,2,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,57.3,57.3,61.4,95.9,-3.700000000000003
Chargeurs sa,G,2022,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,57.3,57.3,61.4,95.9,0.0
Chargeurs sa,G,2022,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,57.3,57.3,61.4,95.9,0.0
Chargeurs sa,G,2023,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,49.3,57.2,68.6,84.8,-0.09999999999999432
Chargeurs sa,G,2023,2,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,49.3,57.2,68.6,84.8,0.0
Chargeurs sa,G,2023,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,49.3,57.2,65.6,87.8,0.0
Chargeurs sa,G,2023,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,50.5,60.1,65.8,88.7,2.8999999999999986
Chargeurs sa,G,2024,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,47.5,56.8,64.7,85.2,-3.3000000000000043
Chargeurs sa,G,2024,2,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,47.5,56.8,64.7,85.2,0.0
Chargeurs sa,G,2024,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,47.5,58.1,64.7,85.8,1.3000000000000043
Chargeurs sa,G,2024,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,47.4,58.1,64.7,85.8,0.0
Chargeurs sa,G,2025,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,47.4,58.1,64.7,85.8,0.0
Chargeurs sa,S,2020,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,46.4,46.4,46.4,100.0,
Chargeurs sa,S,2020,2,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,46.4,46.4,46.4,100.0,0.0
Chargeurs sa,S,2020,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,46.4,46.4,46.4,100.0,0.0
Chargeurs sa,S,2020,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,46.4,46.4,46.4,100.0,0.0
Chargeurs sa,S,2021,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,56.4,56.4,56.4,100.0,10.0
Chargeurs sa,S,2021,2,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,56.4,56.4,56.4,100.0,0.0
Chargeurs sa,S,2021,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,56.4,56.4,56.4,100.0,0.0
Chargeurs sa,S,2021,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,56.4,56.4,56.4,100.0,0.0
Chargeurs sa,S,2022,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,52.8,52.8,52.8,100.0,-3.6000000000000014
Chargeurs sa,S,2022,2,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,59.4,59.4,61.7,97.8,6.600000000000001
Chargeurs sa,S,2022,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,59.4,59.4,61.7,97.8,0.0
Chargeurs sa,S,2022,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,59.4,59.4,61.7,97.8,0.0
Chargeurs sa,S,2023,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,53.4,63.0,70.1,87.4,3.6000000000000014
Chargeurs sa,S,2023,2,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,53.4,63.0,70.1,87.4,0.0
Chargeurs sa,S,2023,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,53.2,62.8,65.5,91.8,-0.20000000000000284
Chargeurs sa,S,2023,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,51.6,60.6,63.3,92.2,-2.1999999999999957
Chargeurs sa,S,2024,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,33.3,52.6,64.1,77.3,-8.0
Chargeurs sa,S,2024,2,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,33.3,52.6,64.1,77.3,0.0
Chargeurs sa,S,2024,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,33.3,52.6,61.4,78.7,0.0
Chargeurs sa,S,2024,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,33.3,52.6,61.4,78.7,0.0
Chargeurs sa,S,2025,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,33.3,52.6,61.4,78.7,0.0
Chargeurs sa,SI,2023,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,0.571,0.714,0.857,71.4,
Chargeurs sa,SI,2023,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,0.0,0.429,0.857,14.3,-0.285
Chargeurs sa,SI,2024,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,0.0,0.467,0.733,33.3,0.038000000000000034
Chargeurs sa,SI,2024,2,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,0.0,0.467,0.733,33.3,0.0
Chargeurs sa,SI,2024,3,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,0.0,0.267,0.733,33.3,-0.2
Chargeurs sa,SI,2024,4,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,0.0,0.267,0.733,33.3,0.0
Chargeurs sa,SI,2025,1,FR0000130692,Industrials,Adhesive and Sealant Supplies,France,Europe,0.0,0.267,0.733,33.3,0.0
Chemring group plc,E,2022,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,20.1,20.1,21.1,99.0,
Chemring group plc,E,2022,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,20.1,20.1,21.1,99.0,0.0
Chemring group plc,E,2022,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,20.1,20.1,21.1,99.0,0.0
Chemring group plc,E,2022,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,20.1,20.1,21.1,99.0,0.0
Chemring group plc,E,2023,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,24.1,24.1,24.7,99.3,4.0
Chemring group plc,E,2023,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,24.1,24.1,24.7,99.3,0.0
Chemring group plc,E,2023,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,26.0,26.0,33.1,93.0,1.8999999999999986
Chemring group plc,E,2023,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,26.0,26.0,33.1,93.0,0.0
Chemring group plc,E,2024,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,27.4,30.0,37.2,93.4,4.0
Chemring group plc,E,2024,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,27.4,30.0,37.2,93.4,0.0
Chemring group plc,E,2024,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,27.4,30.0,37.2,93.4,0.0
Chemring group plc,E,2024,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,27.4,30.0,37.2,93.4,0.0
Chemring group plc,E,2025,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,27.4,30.0,37.2,93.4,0.0
Chemring group plc,ESG,2022,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,50.6,50.6,50.6,100.0,
Chemring group plc,ESG,2022,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,50.6,50.6,50.6,100.0,0.0
Chemring group plc,ESG,2022,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,50.6,50.6,50.6,100.0,0.0
Chemring group plc,ESG,2022,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,50.6,50.6,50.6,100.0,0.0
Chemring group plc,ESG,2023,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,55.4,55.4,55.4,100.0,4.799999999999997
Chemring group plc,ESG,2023,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,55.4,55.4,55.4,100.0,0.0
Chemring group plc,ESG,2023,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,39.5,39.5,56.2,83.3,-15.899999999999999
Chemring group plc,ESG,2023,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,39.5,39.5,56.2,83.3,0.0
Chemring group plc,ESG,2024,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,35.0,51.0,67.0,77.2,11.5
Chemring group plc,ESG,2024,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,35.0,51.0,67.0,77.2,0.0
Chemring group plc,ESG,2024,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,35.0,51.0,67.0,77.2,0.0
Chemring group plc,ESG,2024,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,35.0,51.0,67.0,77.2,0.0
Chemring group plc,ESG,2025,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,35.0,51.0,67.0,77.2,0.0
Chemring group plc,G,2022,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,52.0,52.0,52.0,100.0,
Chemring group plc,G,2022,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,52.0,52.0,52.0,100.0,0.0
Chemring group plc,G,2022,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,52.0,52.0,52.0,100.0,0.0
Chemring group plc,G,2022,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,52.0,52.0,52.0,100.0,0.0
Chemring group plc,G,2023,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,55.6,55.6,55.6,100.0,3.6000000000000014
Chemring group plc,G,2023,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,55.6,55.6,55.6,100.0,0.0
Chemring group plc,G,2023,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,47.9,47.9,73.5,74.4,-7.700000000000003
Chemring group plc,G,2023,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,47.9,47.9,73.5,74.4,0.0
Chemring group plc,G,2024,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,42.9,75.2,78.4,76.3,27.300000000000004
Chemring group plc,G,2024,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,42.9,75.2,78.4,76.3,0.0
Chemring group plc,G,2024,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,42.9,75.2,78.4,76.3,0.0
Chemring group plc,G,2024,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,42.9,75.2,78.4,76.3,0.0
Chemring group plc,G,2025,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,42.9,75.2,78.4,76.3,0.0
Chemring group plc,S,2022,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,39.1,39.1,39.1,100.0,
Chemring group plc,S,2022,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,39.1,39.1,39.1,100.0,0.0
Chemring group plc,S,2022,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,39.1,39.1,39.1,100.0,0.0
Chemring group plc,S,2022,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,39.1,39.1,39.1,100.0,0.0
Chemring group plc,S,2023,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,43.8,43.8,43.8,100.0,4.699999999999996
Chemring group plc,S,2023,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,43.8,43.8,43.8,100.0,0.0
Chemring group plc,S,2023,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,36.8,36.8,49.6,87.2,-7.0
Chemring group plc,S,2023,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,36.8,36.8,49.6,87.2,0.0
Chemring group plc,S,2024,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,32.2,50.0,67.2,76.7,13.200000000000003
Chemring group plc,S,2024,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,32.2,50.0,67.2,76.7,0.0
Chemring group plc,S,2024,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,32.2,50.0,67.2,76.7,0.0
Chemring group plc,S,2024,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,32.2,50.0,67.2,76.7,0.0
Chemring group plc,S,2025,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,32.2,50.0,67.2,76.7,0.0
Chemring group plc,SI,2023,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,0.0,0.333,0.667,33.3,
Chemring group plc,SI,2024,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,0.0,0.333,0.667,33.3,0.0
Chemring group plc,SI,2024,2,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,0.0,0.286,0.571,42.9,-0.04700000000000004
Chemring group plc,SI,2024,3,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,0.0,0.286,0.571,42.9,0.0
Chemring group plc,SI,2024,4,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,0.0,0.286,0.571,42.9,0.0
Chemring group plc,SI,2025,1,GB00B45C9X44,Industrials,Defense Equipment and Services,United Kingdom,Europe,0.0,0.286,0.571,42.9,0.0
Cimpress plc,E,2023,1,IE00BKYC3F77,Industrials,,Ireland,Europe,34.3,34.3,55.3,79.0,
Cimpress plc,E,2023,2,IE00BKYC3F77,Industrials,,Ireland,Europe,34.3,34.3,55.3,79.0,0.0
Cimpress plc,E,2023,3,IE00BKYC3F77,Industrials,,Ireland,Europe,51.7,51.7,64.5,87.2,17.400000000000006
Cimpress plc,E,2023,4,IE00BKYC3F77,Industrials,,Ireland,Europe,51.7,51.7,64.5,87.2,0.0
Cimpress plc,E,2024,1,IE00BKYC3F77,Industrials,,Ireland,Europe,52.9,52.9,64.1,88.8,1.1999999999999957
Cimpress plc,E,2024,2,IE00BKYC3F77,Industrials,,Ireland,Europe,52.9,52.9,64.1,88.8,0.0
Cimpress plc,E,2024,3,IE00BKYC3F77,Industrials,,Ireland,Europe,52.9,52.9,64.1,88.8,0.0
Cimpress plc,E,2024,4,IE00BKYC3F77,Industrials,,Ireland,Europe,52.9,52.9,64.1,88.8,0.0
Cimpress plc,E,2025,1,IE00BKYC3F77,Industrials,,Ireland,Europe,52.9,52.9,64.1,88.8,0.0
Cimpress plc,ESG,2023,1,IE00BKYC3F77,Industrials,,Ireland,Europe,55.0,55.0,55.0,100.0,
Cimpress plc,ESG,2023,2,IE00BKYC3F77,Industrials,,Ireland,Europe,55.0,55.0,55.0,100.0,0.0
Cimpress plc,ESG,2023,3,IE00BKYC3F77,Industrials,,Ireland,Europe,49.1,49.1,69.5,79.6,-5.899999999999999
Cimpress plc,ESG,2023,4,IE00BKYC3F77,Industrials,,Ireland,Europe,49.1,49.1,69.5,79.6,0.0
Cimpress plc,ESG,2024,1,IE00BKYC3F77,Industrials,,Ireland,Europe,49.0,49.0,66.8,82.2,-0.10000000000000142
Cimpress plc,ESG,2024,2,IE00BKYC3F77,Industrials,,Ireland,Europe,49.0,49.0,66.8,82.2,0.0
Cimpress plc,ESG,2024,3,IE00BKYC3F77,Industrials,,Ireland,Europe,49.0,49.0,66.8,82.2,0.0
Cimpress plc,ESG,2024,4,IE00BKYC3F77,Industrials,,Ireland,Europe,49.0,49.0,66.8,82.2,0.0
Cimpress plc,ESG,2025,1,IE00BKYC3F77,Industrials,,Ireland,Europe,49.0,49.0,66.8,82.2,0.0
Cimpress plc,G,2023,1,IE00BKYC3F77,Industrials,,Ireland,Europe,66.7,66.7,66.7,100.0,
Cimpress plc,G,2023,2,IE00BKYC3F77,Industrials,,Ireland,Europe,66.7,66.7,66.7,100.0,0.0
Cimpress plc,G,2023,3,IE00BKYC3F77,Industrials,,Ireland,Europe,28.4,28.4,75.8,52.5,-38.300000000000004
Cimpress plc,G,2023,4,IE00BKYC3F77,Industrials,,Ireland,Europe,28.4,28.4,75.8,52.5,0.0
Cimpress plc,G,2024,1,IE00BKYC3F77,Industrials,,Ireland,Europe,32.0,32.0,72.7,59.3,3.6000000000000014
Cimpress plc,G,2024,2,IE00BKYC3F77,Industrials,,Ireland,Europe,32.0,32.0,72.7,59.3,0.0
Cimpress plc,G,2024,3,IE00BKYC3F77,Industrials,,Ireland,Europe,32.0,32.0,72.7,59.3,0.0
Cimpress plc,G,2024,4,IE00BKYC3F77,Industrials,,Ireland,Europe,32.0,32.0,72.7,59.3,0.0
Cimpress plc,G,2025,1,IE00BKYC3F77,Industrials,,Ireland,Europe,32.0,32.0,72.7,59.3,0.0
Cimpress plc,S,2023,1,IE00BKYC3F77,Industrials,,Ireland,Europe,35.7,35.7,35.7,100.0,
Cimpress plc,S,2023,2,IE00BKYC3F77,Industrials,,Ireland,Europe,35.7,35.7,35.7,100.0,0.0
Cimpress plc,S,2023,3,IE00BKYC3F77,Industrials,,Ireland,Europe,31.9,31.9,42.8,89.0,-3.8000000000000043
Cimpress plc,S,2023,4,IE00BKYC3F77,Industrials,,Ireland,Europe,31.9,31.9,42.8,89.0,0.0
Cimpress plc,S,2024,1,IE00BKYC3F77,Industrials,,Ireland,Europe,34.0,34.0,43.4,90.6,2.1000000000000014
Cimpress plc,S,2024,2,IE00BKYC3F77,Industrials,,Ireland,Europe,34.0,34.0,43.4,90.6,0.0
Cimpress plc,S,2024,3,IE00BKYC3F77,Industrials,,Ireland,Europe,34.0,34.0,43.4,90.6,0.0
Cimpress plc,S,2024,4,IE00BKYC3F77,Industrials,,Ireland,Europe,34.0,34.0,43.4,90.6,0.0
Cimpress plc,S,2025,1,IE00BKYC3F77,Industrials,,Ireland,Europe,34.0,34.0,43.4,90.6,0.0
Cimpress plc,SI,2024,2,IE00BKYC3F77,Industrials,,Ireland,Europe,0.0,0.0,0.0,100.0,
Cimpress plc,SI,2024,3,IE00BKYC3F77,Industrials,,Ireland,Europe,0.0,0.0,0.0,100.0,0.0
Cimpress plc,SI,2024,4,IE00BKYC3F77,Industrials,,Ireland,Europe,0.0,0.0,0.0,100.0,0.0
Cimpress plc,SI,2025,1,IE00BKYC3F77,Industrials,,Ireland,Europe,0.0,0.0,0.0,100.0,0.0
Clarivate plc,E,2023,1,JE00BJJN4441,Industrials,,Jersey,Europe,32.0,32.0,81.5,50.5,
Clarivate plc,E,2023,2,JE00BJJN4441,Industrials,,Jersey,Europe,32.0,32.0,81.5,50.5,0.0
Clarivate plc,E,2023,3,JE00BJJN4441,Industrials,,Jersey,Europe,51.2,51.2,90.2,61.0,19.200000000000003
Clarivate plc,E,2023,4,JE00BJJN4441,Industrials,,Jersey,Europe,51.2,51.2,90.2,61.0,0.0
Clarivate plc,E,2024,1,JE00BJJN4441,Industrials,,Jersey,Europe,55.4,55.4,90.9,64.5,4.199999999999996
Clarivate plc,E,2024,2,JE00BJJN4441,Industrials,,Jersey,Europe,55.4,55.4,90.9,64.5,0.0
Clarivate plc,E,2024,3,JE00BJJN4441,Industrials,,Jersey,Europe,55.4,55.4,90.9,64.5,0.0
Clarivate plc,E,2024,4,JE00BJJN4441,Industrials,,Jersey,Europe,55.4,55.4,90.9,64.5,0.0
Clarivate plc,E,2025,1,JE00BJJN4441,Industrials,,Jersey,Europe,55.4,55.4,90.9,64.5,0.0
Clarivate plc,ESG,2022,1,JE00BJJN4441,Industrials,,Jersey,Europe,53.0,53.0,53.0,100.0,
Clarivate plc,ESG,2022,2,JE00BJJN4441,Industrials,,Jersey,Europe,53.0,53.0,53.0,100.0,0.0
Clarivate plc,ESG,2022,3,JE00BJJN4441,Industrials,,Jersey,Europe,53.0,53.0,53.0,100.0,0.0
Clarivate plc,ESG,2022,4,JE00BJJN4441,Industrials,,Jersey,Europe,53.0,53.0,53.0,100.0,0.0
Clarivate plc,ESG,2023,1,JE00BJJN4441,Industrials,,Jersey,Europe,55.4,55.4,55.4,100.0,2.3999999999999986
Clarivate plc,ESG,2023,2,JE00BJJN4441,Industrials,,Jersey,Europe,55.4,55.4,55.4,100.0,0.0
Clarivate plc,ESG,2023,3,JE00BJJN4441,Industrials,,Jersey,Europe,55.5,55.5,69.1,86.3,0.10000000000000142
Clarivate plc,ESG,2023,4,JE00BJJN4441,Industrials,,Jersey,Europe,55.5,55.5,69.1,86.3,0.0
Clarivate plc,ESG,2024,1,JE00BJJN4441,Industrials,,Jersey,Europe,57.2,57.2,69.7,87.5,1.7000000000000028
Clarivate plc,ESG,2024,2,JE00BJJN4441,Industrials,,Jersey,Europe,57.2,57.2,69.7,87.5,0.0
Clarivate plc,ESG,2024,3,JE00BJJN4441,Industrials,,Jersey,Europe,57.2,57.2,69.7,87.5,0.0
Clarivate plc,ESG,2024,4,JE00BJJN4441,Industrials,,Jersey,Europe,57.2,57.2,69.7,87.5,0.0
Clarivate plc,ESG,2025,1,JE00BJJN4441,Industrials,,Jersey,Europe,57.2,57.2,69.7,87.5,0.0
Clarivate plc,G,2023,1,JE00BJJN4441,Industrials,,Jersey,Europe,71.3,71.3,73.7,97.7,
Clarivate plc,G,2023,2,JE00BJJN4441,Industrials,,Jersey,Europe,71.3,71.3,73.7,97.7,0.0
Clarivate plc,G,2023,3,JE00BJJN4441,Industrials,,Jersey,Europe,65.1,68.2,73.0,93.5,-3.0999999999999943
Clarivate plc,G,2023,4,JE00BJJN4441,Industrials,,Jersey,Europe,65.1,68.2,73.0,93.5,0.0
Clarivate plc,G,2024,1,JE00BJJN4441,Industrials,,Jersey,Europe,65.3,68.1,72.4,94.1,-0.10000000000000853
Clarivate plc,G,2024,2,JE00BJJN4441,Industrials,,Jersey,Europe,65.3,68.1,72.4,94.1,0.0
Clarivate plc,G,2024,3,JE00BJJN4441,Industrials,,Jersey,Europe,65.3,68.1,72.4,94.1,0.0
Clarivate plc,G,2024,4,JE00BJJN4441,Industrials,,Jersey,Europe,65.3,68.1,72.4,94.1,0.0
Clarivate plc,G,2025,1,JE00BJJN4441,Industrials,,Jersey,Europe,65.3,68.1,72.4,94.1,0.0
Clarivate plc,S,2023,1,JE00BJJN4441,Industrials,,Jersey,Europe,46.0,46.0,46.3,99.7,
Clarivate plc,S,2023,2,JE00BJJN4441,Industrials,,Jersey,Europe,46.0,46.0,46.3,99.7,0.0
Clarivate plc,S,2023,3,JE00BJJN4441,Industrials,,Jersey,Europe,48.3,48.8,52.9,96.1,2.799999999999997
Clarivate plc,S,2023,4,JE00BJJN4441,Industrials,,Jersey,Europe,48.3,48.8,52.9,96.1,0.0
Clarivate plc,S,2024,1,JE00BJJN4441,Industrials,,Jersey,Europe,49.4,49.8,53.5,96.5,1.0
Clarivate plc,S,2024,2,JE00BJJN4441,Industrials,,Jersey,Europe,49.4,49.8,53.5,96.5,0.0
Clarivate plc,S,2024,3,JE00BJJN4441,Industrials,,Jersey,Europe,49.4,49.8,53.5,96.5,0.0
Clarivate plc,S,2024,4,JE00BJJN4441,Industrials,,Jersey,Europe,49.4,49.8,53.5,96.5,0.0
Clarivate plc,S,2025,1,JE00BJJN4441,Industrials,,Jersey,Europe,49.4,49.8,53.5,96.5,0.0
Clarivate plc,SI,2023,3,JE00BJJN4441,Industrials,,Jersey,Europe,0.25,0.5,0.75,50.0,
Clarivate plc,SI,2023,4,JE00BJJN4441,Industrials,,Jersey,Europe,0.25,0.5,0.75,50.0,0.0
Clarivate plc,SI,2024,1,JE00BJJN4441,Industrials,,Jersey,Europe,0.25,0.5,0.75,50.0,0.0
Clarivate plc,SI,2024,2,JE00BJJN4441,Industrials,,Jersey,Europe,0.25,0.5,0.75,50.0,0.0
Clarivate plc,SI,2024,3,JE00BJJN4441,Industrials,,Jersey,Europe,0.25,0.5,0.75,50.0,0.0
Clarivate plc,SI,2024,4,JE00BJJN4441,Industrials,,Jersey,Europe,0.25,0.5,0.75,50.0,0.0
Clarivate plc,SI,2025,1,JE00BJJN4441,Industrials,,Jersey,Europe,0.25,0.5,0.75,50.0,0.0
Clarkson plc,E,2022,1,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,28.1,28.1,72.6,55.5,
Clarkson plc,E,2022,2,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,28.1,28.1,72.6,55.5,0.0
Clarkson plc,E,2022,3,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,28.1,28.1,72.6,55.5,0.0
Clarkson plc,E,2022,4,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,28.1,28.1,72.6,55.5,0.0
Clarkson plc,E,2023,1,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,39.8,39.8,63.8,76.0,11.699999999999996
Clarkson plc,E,2023,2,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,39.8,39.8,63.8,76.0,0.0
Clarkson plc,E,2023,3,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,41.6,46.7,60.4,83.2,6.900000000000006
Clarkson plc,E,2023,4,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,50.4,54.3,65.0,87.0,7.599999999999994
Clarkson plc,E,2024,1,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,48.9,53.9,62.0,88.0,-0.3999999999999986
Clarkson plc,E,2024,2,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,49.3,54.1,62.0,88.4,0.20000000000000284
Clarkson plc,E,2024,3,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,49.3,54.1,62.0,88.4,0.0
Clarkson plc,E,2024,4,GB0002018363,Industrials,Marine Ports and Services,United Kingdom,Europe,49.6,54.4,62.2,88.4,0.29999999999999716
