isin,name,sector,industry,specialty,country,region,strategy,materiality,methodology,assessment_type,consensus_weight,score_kind,first_quartile,consensus,third_quartile,strength,period
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,AuM weighted,E,83.2,83.2,85.6,94.9,2021-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,Equal weights,G,0.272,0.441,0.61,66.2,2021-11-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,Equal weights,E,86.2,87.4,88.6,97.6,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,AuM weighted,G,56.6,56.6,64.7,90.4,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,S,0.456,0.456,0.582,87.5,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,AuM weighted,S,61.8,61.8,64.7,93.6,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,AuM weighted,E,0.913,0.937,0.937,93.9,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,Equal weights,G,61.7,65.2,68.6,93.1,2021-11-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,AuM weighted,S,0.512,0.512,0.606,90.6,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,AuM weighted,E,82.0,82.0,84.3,93.9,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,E,0.959,0.963,0.968,99.2,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,G,0.195,0.404,0.612,58.3,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,Equal weights,S,63.9,65.1,66.4,97.5,2021-03-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,S,0.456,0.456,0.584,87.4,2021-08-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,Equal weights,E,0.958,0.963,0.968,99.0,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,AuM weighted,S,61.8,61.8,64.7,93.6,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,S,0.481,0.555,0.628,85.2,2021-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,S,0.481,0.547,0.613,86.8,2021-08-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,Equal weights,S,0.566,0.621,0.676,88.9,2021-11-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,S,0.611,0.647,0.683,92.8,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,Equal weights,G,0.257,0.412,0.567,69.0,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,AuM weighted,E,83.2,83.2,85.6,94.9,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,S,0.611,0.65,0.689,92.2,2021-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,AuM weighted,G,0.229,0.229,0.547,76.7,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,AuM weighted,E,82.0,82.0,84.3,93.9,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,G,0.172,0.172,0.583,69.9,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,Equal weights,G,0.272,0.445,0.619,65.2,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,Equal weights,G,0.195,0.405,0.614,58.1,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,Equal weights,S,0.481,0.553,0.626,85.5,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,Equal weights,G,0.272,0.448,0.624,64.8,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,Equal weights,E,0.968,0.973,0.978,99.0,2021-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,AuM weighted,E,0.929,0.948,0.948,95.2,2021-03-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,AuM weighted,G,0.231,0.231,0.532,76.7,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,Equal weights,E,0.953,0.967,0.982,97.1,2021-11-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,AuM weighted,G,0.168,0.168,0.584,70.7,2021-08-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,AuM weighted,S,61.8,61.8,64.7,93.6,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,S,0.511,0.511,0.602,89.8,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,E,0.912,0.937,0.937,93.8,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,Equal weights,S,0.54,0.582,0.624,91.5,2021-11-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,Equal weights,G,0.257,0.417,0.576,68.1,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,AuM weighted,S,62.6,62.6,65.5,94.6,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,S,0.511,0.511,0.595,90.2,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,Equal weights,G,59.8,63.9,68.0,91.8,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,AuM weighted,G,56.6,56.6,64.7,90.4,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,S,0.481,0.548,0.616,86.5,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,Equal weights,G,0.257,0.416,0.574,68.4,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,AuM weighted,S,0.454,0.454,0.591,88.0,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,Equal weights,S,63.9,65.1,66.4,97.5,2021-11-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,Equal weights,E,82.3,83.3,84.3,98.0,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,E,0.962,0.972,0.982,98.0,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,AuM weighted,S,0.512,0.512,0.595,91.3,2021-08-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,S,0.511,0.511,0.593,90.3,2021-08-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,Equal weights,E,82.3,83.3,84.3,98.0,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,AuM weighted,E,0.935,0.945,0.945,95.8,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,Equal weights,S,63.9,65.1,66.4,97.5,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,AuM weighted,G,0.168,0.168,0.584,70.7,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,AuM weighted,E,0.923,0.948,0.948,94.9,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,AuM weighted,E,83.2,83.2,85.6,94.9,2021-03-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,S,0.456,0.456,0.589,87.1,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,AuM weighted,S,0.454,0.454,0.603,87.2,2021-03-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,Equal weights,S,63.9,65.1,66.4,97.5,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,AuM weighted,E,83.2,83.2,85.6,94.9,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,Equal weights,E,82.3,83.3,84.3,98.0,2021-03-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,Equal weights,S,0.54,0.586,0.633,90.6,2021-03-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,S,0.611,0.647,0.682,92.9,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,G,0.195,0.402,0.609,58.6,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,G,59.8,63.9,68.0,91.8,2021-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,AuM weighted,S,0.512,0.512,0.605,90.7,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,E,86.2,87.4,88.6,97.6,2021-08-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,AuM weighted,G,0.229,0.229,0.546,76.8,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,AuM weighted,S,0.456,0.456,0.599,86.5,2021-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,AuM weighted,E,0.935,0.945,0.945,95.8,2021-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,G,0.172,0.172,0.575,70.4,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,G,59.8,63.9,68.0,91.8,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,E,0.924,0.934,0.934,94.8,2021-03-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,AuM weighted,S,62.6,62.6,65.5,94.6,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,G,0.231,0.231,0.539,76.3,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,AuM weighted,G,0.168,0.168,0.586,70.5,2021-03-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,Equal weights,E,82.3,83.3,84.3,98.0,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,Equal weights,E,0.967,0.972,0.978,98.9,2021-08-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,E,0.956,0.969,0.982,97.4,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,E,86.2,87.4,88.6,97.6,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,AuM weighted,E,0.923,0.948,0.948,94.9,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,AuM weighted,S,0.512,0.512,0.605,90.6,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,AuM weighted,S,0.456,0.456,0.589,87.1,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,AuM weighted,E,83.2,83.2,85.6,94.9,2021-08-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,Equal weights,E,0.968,0.973,0.978,99.0,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,AuM weighted,E,82.0,82.0,84.3,93.9,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,AuM weighted,S,0.456,0.456,0.589,87.1,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,Equal weights,G,0.321,0.45,0.58,74.1,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,S,0.511,0.511,0.603,89.7,2021-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,Equal weights,S,0.611,0.647,0.683,92.8,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,E,0.924,0.934,0.934,94.7,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,AuM weighted,G,0.172,0.172,0.578,70.2,2021-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,E,86.2,87.4,88.6,97.6,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,Equal weights,G,0.195,0.403,0.61,58.5,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,AuM weighted,S,61.8,61.8,64.7,93.6,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,E,86.2,87.4,88.6,97.6,2021-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,AuM weighted,S,0.511,0.511,0.595,90.2,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,AuM weighted,E,0.924,0.934,0.934,94.8,2021-03-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,E,0.908,0.937,0.937,93.6,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,Equal weights,E,0.957,0.97,0.982,97.5,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,Equal weights,S,0.566,0.624,0.683,88.3,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,AuM weighted,E,0.928,0.948,0.948,95.2,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,G,0.321,0.45,0.579,74.1,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,E,86.2,87.4,88.6,97.6,2021-03-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,AuM weighted,E,82.0,82.0,84.3,93.9,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,AuM weighted,S,0.454,0.454,0.589,88.1,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,AuM weighted,S,0.511,0.511,0.591,90.4,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,E,0.909,0.937,0.937,93.6,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,AuM weighted,E,0.922,0.934,0.934,94.6,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,AuM weighted,G,0.229,0.229,0.544,76.9,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,Equal weights,E,0.962,0.972,0.982,98.0,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,Equal weights,G,0.257,0.416,0.574,68.3,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,AuM weighted,S,62.6,62.6,65.5,94.6,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,AuM weighted,E,0.923,0.948,0.948,94.9,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,G,0.231,0.231,0.533,76.6,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,Equal weights,G,59.8,63.9,68.0,91.8,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,S,65.0,66.5,67.9,97.0,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,Equal weights,E,86.2,87.4,88.6,97.6,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,Equal weights,E,86.2,87.4,88.6,97.6,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,Equal weights,E,0.947,0.959,0.971,97.6,2021-11-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,S,0.481,0.553,0.626,85.5,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,AuM weighted,G,56.6,56.6,64.7,90.4,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,Equal weights,G,61.7,65.2,68.6,93.1,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,AuM weighted,G,0.229,0.229,0.538,77.3,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,AuM weighted,E,0.935,0.945,0.945,95.8,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,Equal weights,G,0.272,0.443,0.615,65.7,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,AuM weighted,E,83.2,83.2,85.6,94.9,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,AuM weighted,G,0.168,0.168,0.584,70.7,2021-08-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,E,0.957,0.97,0.982,97.5,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,Equal weights,S,0.481,0.547,0.613,86.8,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,AuM weighted,G,56.6,56.6,64.7,90.4,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,S,0.511,0.511,0.603,89.7,2021-04-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,S,0.511,0.511,0.603,89.7,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,Equal weights,E,0.965,0.972,0.978,98.8,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,Equal weights,S,0.611,0.65,0.69,92.1,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,Equal weights,S,0.566,0.621,0.676,88.9,2021-11-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,S,0.481,0.549,0.618,86.3,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,S,0.481,0.547,0.613,86.8,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,G,0.172,0.172,0.579,70.1,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,G,0.321,0.453,0.586,73.5,2021-03-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,E,0.922,0.934,0.934,94.6,2021-12-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,Equal weights,E,0.95,0.961,0.971,97.9,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,Equal weights,S,65.0,66.5,67.9,97.0,2021-10-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,Equal weights,G,61.7,65.2,68.6,93.1,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,AuM weighted,S,61.8,61.8,64.7,93.6,2021-05-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,AuM weighted,E,82.0,82.0,84.3,93.9,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,AuM weighted,S,61.8,61.8,64.7,93.6,2021-01-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,Equal weights,E,82.3,83.3,84.3,98.0,2021-06-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,Equal weights,S,63.9,65.1,66.4,97.5,2021-07-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,E,0.959,0.963,0.968,99.1,2021-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,S,0.481,0.547,0.613,86.7,2021-11-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,Equal weights,E,0.967,0.972,0.978,98.9,2021-08-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,AuM weighted,S,0.454,0.454,0.599,87.5,2021-04-01
