isin,name,sector,industry,specialty,country,region,strategy,materiality,methodology,assessment_type,consensus_weight,score_kind,first_quartile,consensus,third_quartile,strength,period
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,Proprietary,Universe quantile,Equal weights,E,0.482,0.655,0.828,65.4,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Universe quantile,AuM weighted,G,0.62,0.62,0.645,98.0,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Score,AuM weighted,ESG,81.6,81.6,81.8,99.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Score,AuM weighted,E,71.8,71.8,72.0,99.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,ESG,0.524,0.582,0.582,86.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,Equal weights,E,65.9,75.8,85.7,80.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,All,Class quantile,AuM weighted,E,0.805,0.805,0.815,87.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,AuM weighted,ESG,78.9,78.9,79.1,98.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,G,0.177,0.177,0.546,71.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,Proprietary,Class quantile,Equal weights,ESG,0.824,0.86,0.896,92.8,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,All,Class quantile,Equal weights,E,0.579,0.621,0.662,91.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,E,69.3,80.6,91.9,77.4,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,Equal weights,ESG,0.581,0.657,0.733,84.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Simple,All,Score,AuM weighted,ESG,80.3,80.3,80.3,99.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,Equal weights,G,61.0,64.0,66.9,94.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,Proprietary,Class quantile,AuM weighted,E,0.805,0.805,0.815,87.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,Equal weights,SI,0.173,0.317,0.462,71.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,All,Class quantile,Equal weights,ESG,0.824,0.86,0.896,92.8,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,S,0.496,0.538,0.581,91.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,Equal weights,G,0.332,0.457,0.583,74.9,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,Proprietary,Score,AuM weighted,E,64.7,64.7,68.6,80.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,E,0.815,0.846,0.878,93.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,AuM weighted,G,0.233,0.233,0.526,77.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,All,Universe quantile,AuM weighted,ESG,0.309,0.309,0.309,82.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,Proprietary,Score,Equal weights,E,45.7,70.0,94.3,51.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,Equal weights,SI,0.173,0.317,0.462,71.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Score,Equal weights,S,61.4,62.7,63.9,97.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,AuM weighted,SI,0.643,0.643,0.762,64.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,Equal weights,ESG,69.8,71.3,72.8,97.0,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,AuM weighted,SI,0.643,0.643,0.762,64.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,Proprietary,Universe quantile,AuM weighted,E,0.707,0.707,0.735,81.6,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,Proprietary,Score,Equal weights,E,44.8,63.0,81.3,63.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,S,0.446,0.446,0.543,88.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,All,Universe quantile,AuM weighted,ESG,0.736,0.736,0.736,81.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Universe quantile,AuM weighted,S,0.841,0.841,0.848,99.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Class quantile,Equal weights,S,0.466,0.508,0.551,91.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,All,Universe quantile,Equal weights,E,0.482,0.655,0.828,65.4,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,AuM weighted,S,0.835,0.835,0.844,98.8,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,Equal weights,S,58.6,59.6,60.7,97.9,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,AuM weighted,G,0.174,0.174,0.552,71.9,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Universe quantile,Equal weights,G,0.25,0.376,0.501,74.9,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,Equal weights,SI,0.184,0.313,0.442,74.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,Equal weights,S,0.536,0.558,0.579,95.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,AuM weighted,E,71.7,71.7,71.9,99.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,All,Score,Equal weights,ESG,49.8,56.3,62.8,87.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,Proprietary,Universe quantile,AuM weighted,ESG,0.309,0.309,0.309,82.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,Equal weights,S,0.49,0.518,0.547,94.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,Equal weights,SI,0.333,0.667,1.0,33.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,AuM weighted,E,0.914,0.926,0.932,94.0,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,AuM weighted,G,0.174,0.174,0.552,71.9,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,AuM weighted,ESG,0.861,0.868,0.868,98.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,AuM weighted,G,0.621,0.621,0.647,97.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,ESG,0.565,0.653,0.741,82.4,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,Proprietary,Score,AuM weighted,E,70.0,70.0,74.3,84.0,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,Equal weights,SI,0.333,0.667,1.0,33.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,Equal weights,G,0.408,0.491,0.575,83.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,S,0.499,0.499,0.572,89.8,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Class quantile,Equal weights,ESG,0.695,0.734,0.773,92.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,AuM weighted,G,0.233,0.233,0.526,77.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,All,Score,Equal weights,E,45.7,70.0,94.3,51.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,Equal weights,E,0.767,0.845,0.924,84.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,Proprietary,Universe quantile,Equal weights,ESG,0.493,0.596,0.699,79.4,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,AuM weighted,S,0.507,0.507,0.582,90.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,Equal weights,G,0.376,0.484,0.592,78.4,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,Equal weights,E,0.767,0.845,0.924,84.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,ESG,69.8,71.3,72.8,97.0,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,SI,0.354,0.354,0.4,71.6,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,G,59.8,63.3,66.7,93.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,Proprietary,Class quantile,Equal weights,ESG,0.504,0.601,0.697,80.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,G,0.371,0.479,0.586,78.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,All,Class quantile,AuM weighted,ESG,0.314,0.314,0.314,82.9,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Class quantile,AuM weighted,G,0.64,0.64,0.673,97.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,Equal weights,G,59.8,63.3,66.7,93.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,Equal weights,ESG,55.2,60.1,65.0,90.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,Equal weights,E,0.771,0.799,0.827,94.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,Equal weights,S,0.539,0.571,0.603,93.6,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,AuM weighted,G,57.7,57.7,58.4,98.9,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,AuM weighted,E,0.899,0.911,0.917,93.0,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Class quantile,Equal weights,E,0.884,0.893,0.902,98.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,Equal weights,S,0.539,0.571,0.603,93.6,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,AuM weighted,S,60.7,60.7,63.5,92.6,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,AuM weighted,ESG,0.708,0.796,0.796,88.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,All,Class quantile,AuM weighted,ESG,0.745,0.745,0.745,81.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,Equal weights,E,66.9,74.8,82.7,84.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,AuM weighted,E,0.91,0.931,0.933,93.8,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,AuM weighted,S,0.453,0.453,0.552,89.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,Proprietary,Class quantile,Equal weights,E,0.579,0.621,0.662,91.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,All,Score,AuM weighted,ESG,34.5,34.5,34.5,85.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,AuM weighted,E,0.914,0.926,0.932,94.0,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Simple,All,Class quantile,Equal weights,ESG,0.286,0.401,0.516,77.0,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Universe quantile,Equal weights,S,0.531,0.563,0.595,93.6,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,Equal weights,ESG,0.771,0.815,0.859,91.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Class quantile,Equal weights,G,0.204,0.366,0.527,67.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,AuM weighted,S,0.838,0.838,0.844,98.9,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Universe quantile,AuM weighted,ESG,0.799,0.807,0.807,99.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,E,0.736,0.805,0.874,86.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,AuM weighted,SI,0.354,0.354,0.4,71.6,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,All,Universe quantile,AuM weighted,E,0.761,0.761,0.791,85.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,AuM weighted,E,0.632,0.633,0.634,99.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,Equal weights,SI,0.173,0.317,0.462,71.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,Equal weights,G,0.33,0.469,0.607,72.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Class quantile,AuM weighted,E,0.841,0.843,0.843,99.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Simple,All,Universe quantile,AuM weighted,ESG,0.778,0.778,0.778,99.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,AuM weighted,S,61.7,61.7,64.6,93.6,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,All,Universe quantile,Equal weights,E,0.492,0.622,0.751,74.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,S,0.504,0.532,0.559,94.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Universe quantile,AuM weighted,E,0.631,0.632,0.632,99.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,AuM weighted,E,0.91,0.931,0.933,93.8,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,SI,0.333,0.333,0.385,71.0,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,Equal weights,ESG,0.57,0.655,0.739,83.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Class quantile,Equal weights,ESG,0.777,0.823,0.868,90.9,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,Equal weights,G,0.282,0.443,0.605,67.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,Equal weights,S,62.8,64.0,65.3,97.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Score,Equal weights,E,69.3,80.6,91.9,77.4,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,All,Score,Equal weights,ESG,71.7,73.4,75.1,96.6,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,Proprietary,Score,Equal weights,ESG,71.7,73.4,75.1,96.6,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,Proprietary,Universe quantile,Equal weights,ESG,0.808,0.843,0.877,93.0,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,Equal weights,SI,0.333,0.667,1.0,33.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,Proprietary,Score,AuM weighted,ESG,61.0,61.0,61.0,82.9,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Score,Equal weights,ESG,68.2,69.1,70.0,98.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,AuM weighted,SI,0.354,0.354,0.4,71.6,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,Equal weights,E,0.815,0.846,0.878,93.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,Proprietary,Universe quantile,Equal weights,E,0.492,0.622,0.751,74.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Double,Proprietary,Class quantile,AuM weighted,ESG,0.745,0.745,0.745,81.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,AuM weighted,S,0.507,0.507,0.582,90.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Simple,All,Score,Equal weights,ESG,38.2,46.5,54.8,83.4,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Score,Equal weights,SI,0.333,0.667,1.0,33.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,AuM weighted,SI,0.643,0.643,0.762,64.3,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,Equal weights,S,0.465,0.502,0.538,92.7,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,Proprietary,Class quantile,AuM weighted,E,0.744,0.744,0.752,83.4,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,Equal weights,SI,0.184,0.313,0.442,74.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Simple,All,Universe quantile,Equal weights,ESG,0.295,0.42,0.546,74.9,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Simple,All,Class quantile,AuM weighted,ESG,0.875,0.875,0.875,99.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Score,AuM weighted,S,68.4,68.4,68.6,99.4,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Class quantile,AuM weighted,S,0.839,0.839,0.848,99.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Score,AuM weighted,E,81.6,81.6,84.8,93.1,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,All,Universe quantile,Equal weights,SI,0.184,0.313,0.442,74.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Class quantile,AuM weighted,ESG,0.522,0.583,0.583,86.8,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Class quantile,AuM weighted,E,0.843,0.845,0.845,99.5,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Universe quantile,Equal weights,E,0.716,0.771,0.826,89.0,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Class quantile,AuM weighted,S,0.453,0.453,0.552,89.2,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,All,Score,Equal weights,G,60.8,63.1,65.4,95.4,2022-09-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,All,Proprietary,Universe quantile,Equal weights,ESG,0.618,0.784,0.923,71.2,2024-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,Simple,Proprietary,Class quantile,Equal weights,ESG,0.104,0.449,0.985,41.3,2024-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Universe,All,All,Score,Equal weights,S,63.4,68.3,75.9,91.6,2024-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,All,Double,Proprietary,Universe quantile,Equal weights,ESG,0.696,0.83,0.913,75.9,2024-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,Double,All,Class quantile,AuM weighted,SI,0.0,0.0,0.357,88.1,2024-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,Agency,Class quantile,AuM weighted,E,0.833,0.833,0.833,95.5,2024-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,All,All,Score,Equal weights,S,61.6,63.3,65.9,96.8,2024-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,Double,All,Universe quantile,Equal weights,G,0.109,0.449,0.559,64.8,2024-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,Double,Proprietary,Class quantile,Equal weights,S,0.51,0.741,0.869,73.1,2024-02-01
FR0010220475,Alstom sa,Industrials,Railway Equipment and Services,Construction Supplies,France,Europe,Best In Class,Simple,All,Universe quantile,AuM weighted,E,0.593,0.593,0.593,97.3,2024-02-01
