"ISSUERID","ISSUER_NAME","Client_ID","client1","ISSUER_TICKER","ISSUER_CUSIP","ISSUER_SEDOL","ISSUER_ISIN","ISSUER_CNTRY_DOMICILE","ACCESS_TO_FIN_MODERATE_CONTROVERSIES","ACCESS_TO_FIN_SEVERE_CONTROVERSIES","ACCESS_TO_FIN_VERY_SEVERE_CONTROVERSIES","ACCESS_TO_HLTHCRE_MODERATE_CONTROVERSIES","ACCESS_TO_HLTHCRE_SEVERE_CONTROVERSIES","ACCESS_TO_HLTHCRE_VERY_SEVERE_CONTROVERSIES","BIODIV_LAND_USE_MODERATE_CONTROVERSIES","BIODIV_LAND_USE_SEVERE_CONTROVERSIES","BIODIV_LAND_USE_VERY_SEVERE_CONTROVERSIES","CHEM_SAFETY_MODERATE_CONTROVERSIES","CHEM_SAFETY_SEVERE_CONTROVERSIES","CHEM_SAFETY_VERY_SEVERE_CONTROVERSIES","CONTROV_SRC_MODERATE_CONTROVERSIES","CONTROV_SRC_SEVERE_CONTROVERSIES","CONTROV_SRC_VERY_SEVERE_CONTROVERSIES","E_WASTE_MODERATE_CONTROVERSIES","E_WASTE_SEVERE_CONTROVERSIES","E_WASTE_VERY_SEVERE_CONTROVERSIES","HLTH_SAFETY_MODERATE_CONTROVERSIES","HLTH_SAFETY_SEVERE_CONTROVERSIES","HLTH_SAFETY_VERY_SEVERE_CONTROVERSIES","HUMAN_CAPITAL_DEV_MODERATE_CONTROVERSIES","HUMAN_CAPITAL_DEV_SEVERE_CONTROVERSIES","HUMAN_CAPITAL_DEV_VERY_SEVERE_CONTROVERSIES","LABOR_MGMT_MODERATE_CONTROVERSIES","LABOR_MGMT_SEVERE_CONTROVERSIES","LABOR_MGMT_VERY_SEVERE_CONTROVERSIES","CONTR_ANTI_COMP_N_SEVERE","CONTR_BRIB_CORRUPT_N_SEVERE","CONTR_ETHICS_N_SEVERE","CONTR_CHEM_SAFE_N_SEVERE","CONTR_CLIMATE_CHNG_N_SEVERE","CONTR_COLLECTIVE_BARG_N_SEVERE","CONTR_HEALTH_SAFETY_N_SEVERE","CONTR_CONTROVERSIAL_WORKPLACE_N_SEVERE","CONTR_CUSTOMER_FRAUD_N_SEVERE","CONTR_DATA_SECURITY_N_SEVERE","CONTR_DISCRIMINATION_DIV_N_SEVERE","CONTR_DISCRIMINATORY_ACCESS_N_SEVERE","CONTR_ENV_IMPACT_N_SEVERE","CONTR_ENV_INVESTMENT_N_SEVERE","CONTR_HUMAN_RIGHTS_N_SEVERE","CONTR_MARKETING_N_SEVERE","CONTR_IMPACT_ECOSYSTEMS_N_SEVERE","CONTR_PRODUCT_SAFE_N_SEVERE","CONTR_RAW_MATERIAL_N_SEVERE","CONTR_SOC_IMPACT_RAW_MAT_N_SEVERE","CONTR_IMPACT_COMMUNITY_N_SEVERE","CONTR_SUPPLY_CHAIN_LABOR_N_SEVERE","CONTR_TAX_SUBSIDIES_N_SEVERE","CONTR_TOXIC_EMISS_WASTE_N_SEVERE","CONTR_WATER_N_SEVERE","BUS_ETHICS_ANTICOMP_MODERATE_CONTROVERSIES","BUS_ETHICS_ETHICSFRAUD_MODERATE_CONTROVERSIES","COMM_REL_MODERATE_CONTROVERSIES","FIN_PROD_SAFETY_MODERATE_CONTROVERSIES","FINANCING_ENV_IMP_MODERATE_CONTROVERSIES","BUS_ETHICS_CORRUPTION_MODERATE_CONTROVERSIES","BUS_ETHICS_ANTICOMP_SEVERE_CONTROVERSIES","BUS_ETHICS_ETHICSFRAUD_SEVERE_CONTROVERSIES","COMM_REL_SEVERE_CONTROVERSIES","FIN_PROD_SAFETY_SEVERE_CONTROVERSIES","FINANCING_ENV_IMP_SEVERE_CONTROVERSIES","BUS_ETHICS_CORRUPTION_SEVERE_CONTROVERSIES","BUS_ETHICS_ANTICOMP_VERY_SEVERE_CONTROVERSIES","BUS_ETHICS_ETHICSFRAUD_VERY_SEVERE_CONTROVERSIES","COMM_REL_VERY_SEVERE_CONTROVERSIES","FIN_PROD_SAFETY_VERY_SEVERE_CONTROVERSIES","FINANCING_ENV_IMP_VERY_SEVERE_CONTROVERSIES","BUS_ETHICS_CORRUPTION_VERY_SEVERE_CONTROVERSIES","OPPS_NUTRI_HLTH_MODERATE_CONTROVERSIES","OPPS_NUTRI_HLTH_SEVERE_CONTROVERSIES","OPPS_NUTRI_HLTH_VERY_SEVERE_CONTROVERSIES","PACK_MAT_WASTE_MODERATE_CONTROVERSIES","PACK_MAT_WASTE_SEVERE_CONTROVERSIES","PACK_MAT_WASTE_VERY_SEVERE_CONTROVERSIES","PRIVACY_DATA_SEC_MODERATE_CONTROVERSIES","PRIVACY_DATA_SEC_SEVERE_CONTROVERSIES","PRIVACY_DATA_SEC_VERY_SEVERE_CONTROVERSIES","PROD_SFTY_QUALITY_MODERATE_CONTROVERSIES","PROD_SFTY_QUALITY_SEVERE_CONTROVERSIES","PROD_SFTY_QUALITY_VERY_SEVERE_CONTROVERSIES","RAW_MAT_SRC_MODERATE_CONTROVERSIES","RAW_MAT_SRC_SEVERE_CONTROVERSIES","RAW_MAT_SRC_VERY_SEVERE_CONTROVERSIES","RESPONSIBLE_INVEST_MODERATE_CONTROVERSIES","RESPONSIBLE_INVEST_SEVERE_CONTROVERSIES","RESPONSIBLE_INVEST_VERY_SEVERE_CONTROVERSIES","SUPPLY_CHAIN_LAB_MODERATE_CONTROVERSIES","SUPPLY_CHAIN_LAB_SEVERE_CONTROVERSIES","SUPPLY_CHAIN_LAB_VERY_SEVERE_CONTROVERSIES","CONTR_ANTI_COMP_N_TOTAL","CONTR_BRIB_CORRUPT_N_TOTAL","CONTR_ETHICS_N_TOTAL","CONTR_CHEM_SAFE_N_TOTAL","CONTR_CLIMATE_CHNG_N_TOTAL","CONTR_COLLECTIVE_BARG_N_TOTAL","CONTR_CONTROVERSIAL_WORKPLACE_N_TOTAL","CONTR_HEALTH_SAFETY_N_TOTAL","CONTR_CUSTOMER_FRAUD_N_TOTAL","CONTR_DATA_SECURITY_N_TOTAL","CONTR_DISCRIMINATION_DIV_N_TOTAL","CONTR_DISCRIMINATORY_ACCESS_N_TOTAL","CONTR_ENV_IMPACT_N_TOTAL","CONTR_ENV_INVESTMENT_N_TOTAL","CONTR_HUMAN_RIGHTS_N_TOTAL","CONTR_MARKETING_N_TOTAL","CONTR_IMPACT_ECOSYSTEMS_N_TOTAL","CONTR_PRODUCT_SAFE_N_TOTAL","CONTR_RAW_MATERIAL_N_TOTAL","CONTR_SOC_IMPACT_RAW_MAT_N_TOTAL","CONTR_IMPACT_COMMUNITY_N_TOTAL","CONTR_SUPPLY_CHAIN_LABOR_N_TOTAL","CONTR_TOXIC_EMISS_WASTE_N_TOTAL","CONTR_WATER_N_TOTAL","TAX_TRANSP_CONTROVERSIES_TOTAL","TOXIC_EMISS_MODERATE_CONTROVERSIES","TOXIC_EMISS_SEVERE_CONTROVERSIES","TOXIC_EMISS_VERY_SEVERE_CONTROVERSIES","WATER_STRESS_MODERATE_CONTROVERSIES","WATER_STRESS_SEVERE_CONTROVERSIES","WATER_STRESS_VERY_SEVERE_CONTROVERSIES"
"IID000000002126367","IMI PLC","GB00BGLP8L22","Imi plc","IMI","","","GB00BGLP8L22","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002126755","HAYS PLC","GB0004161021","Hays plc","HAS","","","GB0004161021","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002126987","INTERPUMP GROUP S.P.A.","IT0001078911","Interpump group s.p.a.","IP","","","IT0001078911","IT","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002128280","Wolters Kluwer N.V.","NL0000395903","Wolters kluwer n.v.","WKL","","","NL0000395903","NL","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002128288","SMITHS GROUP PLC","GB00B1WY2338","Smiths group plc","SMIN","","","GB00B1WY2338","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002128412","DO & CO Aktiengesellschaft","AT0000818802","Do and co aktiengesellschaft","DOC","","","AT0000818802","AT","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002128614","QINETIQ GROUP PLC","GB00B0WMWD03","Qinetiq group plc","QQ.","","","GB00B0WMWD03","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","0","0","0","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002128863","RWS HOLDINGS PLC","GB00BVFCZV34","Rws holdings plc","RWS","","","GB00BVFCZV34","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002129078","SAFRAN SA","FR0000073272","Safran sa","SAF","","","FR0000073272","FR","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","0","0","1","","","","","","","","","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002129110","WEIR GROUP PLC(THE)","GB0009465807","Weir group plc(the)","WEIR","","","GB0009465807","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002130042","ZIGUP PLC","GB00B41H7391","Redde northgate plc","ZIG","","","GB00B41H7391","GB","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002130215","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","Deutsche lufthansa aktiengesellschaft","LHA","","","DE0008232125","DE","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","0","0","1","","","","","","","","","","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002130536","SPEEDY HIRE PLC","GB0000163088","Speedy hire plc","SDY","","","GB0000163088","GB","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002130537","SEVERFIELD PLC","GB00B27YGJ97","Severfield plc","SFR","","","GB00B27YGJ97","GB","","","","","","","","","","","","","","","","","","","0","0","0","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002130820","MTU Aero Engines AG","DE000A0D9PT0","Mtu aero engines ag","MTX","","","DE000A40UT96","DE","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002132113","BUREAU VERITAS SA","FR0006174348","Bureau veritas sa","BVI","","","FR0006174348","FR","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002132144","ASSA ABLOY AB","SE0007100581","Assa abloy ab","ASSA B","","","SE0007100581","SE","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0"
"IID000000002132189","KONGSBERG GRUPPEN ASA","NO0003043309","Kongsberg gruppen asa","KOG","","","NO0003043309","NO","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002133327","BUDIMEX SPOLKA AKCYJNA","PLBUDMX00013","Budimex spolka akcyjna","BDX","","","PLBUDMX00013","PL","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002133808","COSTAIN GROUP PLC","GB00B64NSP76","Costain group plc","COST","","","GB00B64NSP76","GB","","","","","","","","","","","","","","","","","","","0","0","0","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002134176","DCC PUBLIC LIMITED COMPANY","IE0002424939","Dcc public limited company","DCC","","","IE0002424939","IE","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002134327","AFRY AB","SE0005999836","Afry ab","AFRY","","","SE0005999836","SE","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002134407","NIBE Industrier AB","SE0015988019","Nibe industrier ab","NIBE B","","","SE0015988019","SE","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0"
"IID000000002134437","Intrum AB","SE0000936478","Intrum ab","INTRUM","","","SE0000936478","SE","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002134674","Geberit AG","CH0030170408","Geberit ag","GEBN","","","CH0030170408","CH","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0"
"IID000000002135232","ITM POWER PLC","GB00B0130H42","Itm power plc","ITM","","","GB00B0130H42","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002135376","KELLER GROUP PLC","GB0004866223","Keller group plc","KLR","","","GB0004866223","GB","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002135517","Kardex Holding AG","CH0100837282","Kardex holding ag","KARN","","","CH0100837282","CH","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002135600","MANITOU BF SA","FR0000038606","Manitou bf sa","MTU","","","FR0000038606","FR","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002135945","SWECO AB (publ)","SE0014960373","Sweco ab (publ)","SWEC B","","","SE0014960373","SE","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002136111","MOBICO GROUP PLC","GB0006215205","Mobico group plc","MCG","","","GB0006215205","GB","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0.0","","","","","",""
"IID000000002136421","Hamburger Hafen und Logistik Aktiengesellschaft","DE000A0S8488","Hamburger hafen und logistik aktiengesellschaft","HHFA","","","DE000A0S8488","DE","","","","","","","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002136449","PORVAIR PLC","GB0006963689","Porvair plc","PRV","","","GB0006963689","GB","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002136593","Implenia AG","CH0023868554","Implenia ag","IMPN","","","CH0023868554","CH","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002136823","RICARDO PLC","GB0007370074","Ricardo plc","RCDO","","","GB0007370074","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002136952","NCC GROUP PLC","GB00B01QGK86","Ncc group plc","NCC","","","GB00B01QGK86","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002137032","RESTORE PLC","GB00B5NR1S72","Restore plc","RST","","","GB00B5NR1S72","GB","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002137290","Sulzer AG","CH0038388911","Sulzer ag","SUN","","","CH0038388911","CH","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002137345","Flughafen Zuerich AG","CH0319416936","Flughafen zuerich ag","FHZN","","","CH0319416936","CH","","","","","","","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002137585","ROTORK P.L.C.","GB00BVFNZH21","Rotork p.l.c.","ROR","","","GB00BVFNZH21","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002140370","BOUYGUES SA","FR0000120503","Bouygues sa","EN","","","FR0000120503","FR","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
