"ISSUERID","ISSUER_NAME","Client_ID","client1","ISSUER_TICKER","ISSUER_CUSIP","ISSUER_SEDOL","ISSUER_ISIN","ISSUER_CNTRY_DOMICILE","ACCESS_TO_FIN_MODERATE_CONTROVERSIES","ACCESS_TO_FIN_SEVERE_CONTROVERSIES","ACCESS_TO_FIN_VERY_SEVERE_CONTROVERSIES","ACCESS_TO_HLTHCRE_MODERATE_CONTROVERSIES","ACCESS_TO_HLTHCRE_SEVERE_CONTROVERSIES","ACCESS_TO_HLTHCRE_VERY_SEVERE_CONTROVERSIES","BIODIV_LAND_USE_MODERATE_CONTROVERSIES","BIODIV_LAND_USE_SEVERE_CONTROVERSIES","BIODIV_LAND_USE_VERY_SEVERE_CONTROVERSIES","CHEM_SAFETY_MODERATE_CONTROVERSIES","CHEM_SAFETY_SEVERE_CONTROVERSIES","CHEM_SAFETY_VERY_SEVERE_CONTROVERSIES","CONTROV_SRC_MODERATE_CONTROVERSIES","CONTROV_SRC_SEVERE_CONTROVERSIES","CONTROV_SRC_VERY_SEVERE_CONTROVERSIES","E_WASTE_MODERATE_CONTROVERSIES","E_WASTE_SEVERE_CONTROVERSIES","E_WASTE_VERY_SEVERE_CONTROVERSIES","HLTH_SAFETY_MODERATE_CONTROVERSIES","HLTH_SAFETY_SEVERE_CONTROVERSIES","HLTH_SAFETY_VERY_SEVERE_CONTROVERSIES","HUMAN_CAPITAL_DEV_MODERATE_CONTROVERSIES","HUMAN_CAPITAL_DEV_SEVERE_CONTROVERSIES","HUMAN_CAPITAL_DEV_VERY_SEVERE_CONTROVERSIES","LABOR_MGMT_MODERATE_CONTROVERSIES","LABOR_MGMT_SEVERE_CONTROVERSIES","LABOR_MGMT_VERY_SEVERE_CONTROVERSIES","CONTR_ANTI_COMP_N_SEVERE","CONTR_BRIB_CORRUPT_N_SEVERE","CONTR_ETHICS_N_SEVERE","CONTR_CHEM_SAFE_N_SEVERE","CONTR_CLIMATE_CHNG_N_SEVERE","CONTR_COLLECTIVE_BARG_N_SEVERE","CONTR_HEALTH_SAFETY_N_SEVERE","CONTR_CONTROVERSIAL_WORKPLACE_N_SEVERE","CONTR_CUSTOMER_FRAUD_N_SEVERE","CONTR_DATA_SECURITY_N_SEVERE","CONTR_DISCRIMINATION_DIV_N_SEVERE","CONTR_DISCRIMINATORY_ACCESS_N_SEVERE","CONTR_ENV_IMPACT_N_SEVERE","CONTR_ENV_INVESTMENT_N_SEVERE","CONTR_HUMAN_RIGHTS_N_SEVERE","CONTR_MARKETING_N_SEVERE","CONTR_IMPACT_ECOSYSTEMS_N_SEVERE","CONTR_PRODUCT_SAFE_N_SEVERE","CONTR_RAW_MATERIAL_N_SEVERE","CONTR_SOC_IMPACT_RAW_MAT_N_SEVERE","CONTR_IMPACT_COMMUNITY_N_SEVERE","CONTR_SUPPLY_CHAIN_LABOR_N_SEVERE","CONTR_TAX_SUBSIDIES_N_SEVERE","CONTR_TOXIC_EMISS_WASTE_N_SEVERE","CONTR_WATER_N_SEVERE","BUS_ETHICS_ANTICOMP_MODERATE_CONTROVERSIES","BUS_ETHICS_ETHICSFRAUD_MODERATE_CONTROVERSIES","COMM_REL_MODERATE_CONTROVERSIES","FIN_PROD_SAFETY_MODERATE_CONTROVERSIES","FINANCING_ENV_IMP_MODERATE_CONTROVERSIES","BUS_ETHICS_CORRUPTION_MODERATE_CONTROVERSIES","BUS_ETHICS_ANTICOMP_SEVERE_CONTROVERSIES","BUS_ETHICS_ETHICSFRAUD_SEVERE_CONTROVERSIES","COMM_REL_SEVERE_CONTROVERSIES","FIN_PROD_SAFETY_SEVERE_CONTROVERSIES","FINANCING_ENV_IMP_SEVERE_CONTROVERSIES","BUS_ETHICS_CORRUPTION_SEVERE_CONTROVERSIES","BUS_ETHICS_ANTICOMP_VERY_SEVERE_CONTROVERSIES","BUS_ETHICS_ETHICSFRAUD_VERY_SEVERE_CONTROVERSIES","COMM_REL_VERY_SEVERE_CONTROVERSIES","FIN_PROD_SAFETY_VERY_SEVERE_CONTROVERSIES","FINANCING_ENV_IMP_VERY_SEVERE_CONTROVERSIES","BUS_ETHICS_CORRUPTION_VERY_SEVERE_CONTROVERSIES","OPPS_NUTRI_HLTH_MODERATE_CONTROVERSIES","OPPS_NUTRI_HLTH_SEVERE_CONTROVERSIES","OPPS_NUTRI_HLTH_VERY_SEVERE_CONTROVERSIES","PACK_MAT_WASTE_MODERATE_CONTROVERSIES","PACK_MAT_WASTE_SEVERE_CONTROVERSIES","PACK_MAT_WASTE_VERY_SEVERE_CONTROVERSIES","PRIVACY_DATA_SEC_MODERATE_CONTROVERSIES","PRIVACY_DATA_SEC_SEVERE_CONTROVERSIES","PRIVACY_DATA_SEC_VERY_SEVERE_CONTROVERSIES","PROD_SFTY_QUALITY_MODERATE_CONTROVERSIES","PROD_SFTY_QUALITY_SEVERE_CONTROVERSIES","PROD_SFTY_QUALITY_VERY_SEVERE_CONTROVERSIES","RAW_MAT_SRC_MODERATE_CONTROVERSIES","RAW_MAT_SRC_SEVERE_CONTROVERSIES","RAW_MAT_SRC_VERY_SEVERE_CONTROVERSIES","RESPONSIBLE_INVEST_MODERATE_CONTROVERSIES","RESPONSIBLE_INVEST_SEVERE_CONTROVERSIES","RESPONSIBLE_INVEST_VERY_SEVERE_CONTROVERSIES","SUPPLY_CHAIN_LAB_MODERATE_CONTROVERSIES","SUPPLY_CHAIN_LAB_SEVERE_CONTROVERSIES","SUPPLY_CHAIN_LAB_VERY_SEVERE_CONTROVERSIES","CONTR_ANTI_COMP_N_TOTAL","CONTR_BRIB_CORRUPT_N_TOTAL","CONTR_ETHICS_N_TOTAL","CONTR_CHEM_SAFE_N_TOTAL","CONTR_CLIMATE_CHNG_N_TOTAL","CONTR_COLLECTIVE_BARG_N_TOTAL","CONTR_CONTROVERSIAL_WORKPLACE_N_TOTAL","CONTR_HEALTH_SAFETY_N_TOTAL","CONTR_CUSTOMER_FRAUD_N_TOTAL","CONTR_DATA_SECURITY_N_TOTAL","CONTR_DISCRIMINATION_DIV_N_TOTAL","CONTR_DISCRIMINATORY_ACCESS_N_TOTAL","CONTR_ENV_IMPACT_N_TOTAL","CONTR_ENV_INVESTMENT_N_TOTAL","CONTR_HUMAN_RIGHTS_N_TOTAL","CONTR_MARKETING_N_TOTAL","CONTR_IMPACT_ECOSYSTEMS_N_TOTAL","CONTR_PRODUCT_SAFE_N_TOTAL","CONTR_RAW_MATERIAL_N_TOTAL","CONTR_SOC_IMPACT_RAW_MAT_N_TOTAL","CONTR_IMPACT_COMMUNITY_N_TOTAL","CONTR_SUPPLY_CHAIN_LABOR_N_TOTAL","CONTR_TOXIC_EMISS_WASTE_N_TOTAL","CONTR_WATER_N_TOTAL","TAX_TRANSP_CONTROVERSIES_TOTAL","TOXIC_EMISS_MODERATE_CONTROVERSIES","TOXIC_EMISS_SEVERE_CONTROVERSIES","TOXIC_EMISS_VERY_SEVERE_CONTROVERSIES","WATER_STRESS_MODERATE_CONTROVERSIES","WATER_STRESS_SEVERE_CONTROVERSIES","WATER_STRESS_VERY_SEVERE_CONTROVERSIES"
"IID000000002153873","STHREE PLC","GB00B0KM9T71","Sthree plc","STEM","","","GB00B0KM9T71","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002153931","THALES SA","FR0000121329","Thales sa","HO","","","FR0000121329","FR","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","","","","2","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","0","0","1","","","","","","","","","","0","2","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002155484","ACS, Actividades de Construccion y Servicios, S.A.","ES0167050915","Acs- actividades de construccion y servicios- s.a.","ACS","","","ES0167050915","ES","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","1","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002155534","Arbonia AG","CH0110240600","Arbonia ag","ARBN","","","CH0110240600","CH","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002155992","DISCOVERIE GROUP PLC","GB0000055888","Discoverie group plc","DSCV","","","GB0000055888","GB","","","","","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002156062","ACKERMANS & VAN HAAREN NV","BE0003764785","Ackermans and van haaren nv","ACKB","","","BE0003764785","BE","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","1","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002156159","Addtech AB","SE0014781795","Addtech ab","ADDT B","","","SE0014781795","SE","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002156317","AerCap Holdings N.V.","NL0000687663","Aercap holdings n.v.","AER","","","NL0000687663","IE","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002156328","AEROPORTS DE PARIS SA","FR0010340141","Aeroports de paris sa","ADP","","","FR0010340141","FR","","","","","","","0","0","0","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002156720","Alfa Laval AB","SE0000695876","Alfa laval ab","ALFA","","","SE0000695876","SE","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0"
"IID000000002156806","PORR AG","AT0000609607","Porr ag","POS","","","AT0000609607","AT","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002157048","Amadeus FiRe AG","DE0005093108","Amadeus fire ag","AAD","","","DE0005093108","DE","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002157430","Andritz AG","AT0000730007","Andritz ag","ANDR","","","AT0000730007","AT","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002157747","ARCADIS N.V.","NL0006237562","Arcadis n.v.","ARCAD","","","NL0006237562","NL","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002158011","ASHTEAD GROUP PUBLIC LIMITED COMPANY","GB0000536739","Ashtead group public limited company","AHT","","","GB0000536739","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002158543","AVON TECHNOLOGIES PLC","GB0000667013","Avon protection plc","AVON","","","GB0000667013","GB","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","0","0","0","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002158858","BABCOCK INTERNATIONAL GROUP PLC","GB0009697037","Babcock international group plc","BAB","","","GB0009697037","GB","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","0","0","0","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002159371","Beijer Alma AB","SE0011090547","Beijer alma ab","BEIA B","","","SE0011090547","SE","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002159612","BIESSE S.P.A.","IT0003097257","Biesse s.p.a.","BSS","","","IT0003097257","IT","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002159872","BODYCOTE PLC","GB00B3FLWH99","Bodycote plc","BOY","","","GB00B3FLWH99","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002159942","Bonheur ASA","NO0003110603","Bonheur asa","BONHR","","","NO0003110603","NO","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002159998","Bossard Holding AG","CH0238627142","Bossard holding ag","BOSN","","","CH0238627142","CH","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002160232","Bucher Industries AG","CH0002432174","Bucher industries ag","BUCN","","","CH0002432174","CH","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002161461","CERES POWER HOLDINGS PLC","GB00BG5KQW09","Ceres power holdings plc","CWR","","","GB00BG5KQW09","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002162176","CLARKSON PLC","GB0002018363","Clarkson plc","CKN","","","GB0002018363","GB","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002163389","DEUTZ Aktiengesellschaft","DE0006305006","Deutz aktiengesellschaft","DEZ","","","DE0006305006","DE","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002163414","DKSH Holding AG","CH0126673539","Dksh holding ag","DKSH","","","CH0126673539","CH","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002163532","Daetwyler Holding AG","CH0030486770","Daetwyler holding ag","DAE","","","CH0030486770","CH","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002163622","DAMPSKIBSSELSKABET NORDEN A/S","DK0060083210","Dampskibsselskabet norden a/s","DNORD","","","DK0060083210","DK","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002163646","DANIELI & C. OFFICINE MECCANICHE S.P.A.","IT0000076502","Danieli and c. officine meccaniche s.p.a.","DAN","","","IT0000076502","IT","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002163675","JET2 PLC","GB00B1722W11","Jet2 plc","JET2","","","GB00B1722W11","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002163908","DERICHEBOURG SA","FR0000053381","Derichebourg sa","DBG","","","FR0000053381","FR","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002163947","Deutsche Post AG","DE0005552004","Deutsche Post AG","DHL","","","DE0005552004","DE","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","","","","","","","","","","","","","2","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0","","","","0","0","0"
"IID000000002164010","Nel ASA","NO0010081235","Nel asa","NEL","","","NO0010081235","NO","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002165078","RS GROUP PLC","GB0003096442","Rs group plc","RS1","","","GB0003096442","GB","","","","","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002165361","Energiekontor AG","DE0005313506","Energiekontor ag","EKT","","","DE0005313506","DE","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
"IID000000002165914","EXPERIAN PLC","GB00B19NLV48","Experian plc","EXPN","","","GB00B19NLV48","IE","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","1","","0","0","0","","1","","0","0","0","","0","","0","","","","","","","0","1","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002166032","FLSMIDTH & CO. A/S","DK0010234467","Flsmidth and co. a/s","FLS","","","DK0010234467","DK","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","","",""
"IID000000002166466","LEONARDO - SOCIETA PER AZIONI","IT0003856405","Leonardo - societa per azioni","LDO","","","IT0003856405","IT","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","","","","2","0","0","","","","0","0","0","","","","0","","","","","","","0","0","0","1","0","2","","","","","","","","","","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0.0","","","","0","0","0"
"IID000000002166952","Fraport AG Frankfurt Airport Services Worldwide","DE0005773303","Fraport ag frankfurt airport services worldwide","FRA","","","DE0005773303","DE","","","","","","","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","0","0","0","1","","","0","0","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0.0","","","","","",""
"IID000000002167372","HOWDEN JOINERY GROUP PLC","GB0005576813","Howden joinery group plc","HWDN","","","GB0005576813","GB","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","","","","0","","","","","","","","","","","","","0","0","0","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","","","","","",""
